dat_yer,dst_num,dst_tye,dst_nam,dst_cou,sch_num,sch_nam,sch_cou,enr_k12,fre_k12,rpc_k12,lep_k12,spe_k12,enr_pk12,fre_pk12,rpc_pk12,lep_pk12,spe_pk12,eco_dev
99-00,0001,03,MINNEAPOLIS,27,226,MARCY OPEN EL.,27,665,248,69,107,52,665,248,69,107,52,11
99-00,0001,03,MINNEAPOLIS,27,229,CHILDRENS ACADEMY NORTH,27,82,46,9,1,6,82,46,9,1,6,11
99-00,0001,03,MINNEAPOLIS,27,234,BOTTINEAU,27,117,60,13,16,12,117,60,13,16,12,11
99-00,0001,03,MINNEAPOLIS,27,238,DOWNTOWN OPEN,27,152,65,33,0,14,152,65,33,0,14,11
99-00,0001,03,MINNEAPOLIS,27,249,BRYN MAWR EL.,27,503,359,41,216,72,530,380,43,216,99,11
99-00,0001,03,MINNEAPOLIS,27,256,GREEN CENTRAL PARK,27,637,431,69,183,58,637,431,69,183,58,11
99-00,0001,03,MINNEAPOLIS,27,260,EMERSON EL.,27,499,227,57,156,30,499,227,57,156,30,11
99-00,0001,03,MINNEAPOLIS,27,266,MARTIN LUTHER KING EL.,27,103,77,9,0,12,103,77,9,0,12,11
99-00,0001,03,MINNEAPOLIS,27,268,LEARNING CNTR FOR HOMELESS FAMILIES,27,41,41,0,0,2,41,41,0,0,2,11
99-00,0001,03,MINNEAPOLIS,27,272,WILDER EEC,27,186,148,15,1,9,208,161,17,1,31,11
99-00,0001,03,MINNEAPOLIS,27,280,JORDAN PARK SCHOOL OF EXTENDED LRNG,27,377,221,64,17,27,377,221,64,17,27,11
99-00,0001,03,MINNEAPOLIS,27,281,BROOKSIDE EL.,27,270,150,17,0,41,270,150,17,0,41,11
99-00,0001,03,MINNEAPOLIS,27,282,LUCY CRAFT LANEY EL.,27,309,269,20,64,56,309,269,20,64,56,11
99-00,0001,03,MINNEAPOLIS,27,283,RIVER WEST DTP,27,25,16,1,0,25,25,16,1,0,25,11
99-00,0001,03,MINNEAPOLIS,27,284,WEST CENTRAL EL ACADEMY,27,548,469,44,119,79,548,469,44,119,79,11
99-00,0001,03,MINNEAPOLIS,27,287,HALL EL.,27,415,337,10,0,46,415,337,10,0,46,11
99-00,0001,03,MINNEAPOLIS,27,288,BROADWAY EL.,27,586,502,28,1,72,596,508,29,1,82,11
99-00,0001,03,MINNEAPOLIS,27,289,WHITTIER PARK EL.,27,435,363,35,193,41,435,363,35,193,41,11
99-00,0001,03,MINNEAPOLIS,27,290,CITYVIEW COMMUNITY EL.,27,341,268,24,74,47,341,268,24,74,47,11
99-00,0001,03,MINNEAPOLIS,27,300,ANTHONY MIDDLE,27,701,244,51,67,105,701,244,51,67,105,11
99-00,0001,03,MINNEAPOLIS,27,301,ANWATIN MIDDLE,27,777,394,58,172,118,777,394,58,172,118,11
99-00,0001,03,MINNEAPOLIS,27,303,CHIRON MIDDLE,27,210,119,25,1,35,210,119,25,1,35,11
99-00,0001,03,MINNEAPOLIS,27,304,FOLWELL MIDDLE,27,778,502,64,299,122,778,502,64,299,122,11
99-00,0001,03,MINNEAPOLIS,27,306,FRANKLIN MIDDLE,27,720,511,76,8,136,720,511,76,8,136,11
99-00,0001,03,MINNEAPOLIS,27,315,RONALD MCDONALD HOUSE,27,11,0,0,0,0,11,0,0,0,0,11
99-00,0001,03,MINNEAPOLIS,27,316,NORTHEAST MIDDLE,27,692,508,61,35,119,692,508,61,35,119,11
99-00,0001,03,MINNEAPOLIS,27,318,OLSON MIDDLE,27,716,473,75,213,128,716,473,75,213,128,11
99-00,0001,03,MINNEAPOLIS,27,319,VOLUNTEERS OF AMERICA,27,100,53,1,1,20,100,53,1,1,20,11
99-00,0001,03,MINNEAPOLIS,27,324,SANFORD MIDDLE,27,586,413,46,180,100,586,413,46,180,100,11
99-00,0001,03,MINNEAPOLIS,27,325,INTENSIVE DAY TREATMENT,62,73,33,3,4,10,73,33,3,4,10,11
99-00,0001,03,MINNEAPOLIS,27,348,M.E.R.C.,27,52,39,5,2,1,52,39,5,2,1,11
99-00,0001,03,MINNEAPOLIS,27,349,LORING-NICOLLET,27,46,11,2,0,2,46,11,2,0,2,11
99-00,0001,03,MINNEAPOLIS,27,351,URBAN LEAGUE ST. ACADEMY,27,191,127,14,3,15,191,127,14,3,15,11
99-00,0001,03,MINNEAPOLIS,27,352,EDISON SR.,27,1511,869,122,520,231,1511,869,122,520,231,11
99-00,0001,03,MINNEAPOLIS,27,354,HENRY SR.,27,1371,835,145,216,213,1371,835,145,216,213,11
99-00,0001,03,MINNEAPOLIS,27,357,PLYMOUTH YOUTH CENTER,27,171,121,10,6,23,171,121,10,6,23,11
99-00,0001,03,MINNEAPOLIS,27,358,NORTH SR.,27,1290,790,92,146,248,1290,790,92,146,248,11
99-00,0001,03,MINNEAPOLIS,27,359,PEASE ACADEMY/HOLOS,27,66,12,2,0,6,66,12,2,0,6,11
99-00,0001,03,MINNEAPOLIS,27,360,ROOSEVELT SR.,27,1550,968,116,558,241,1550,968,116,558,241,11
99-00,0001,03,MINNEAPOLIS,27,361,CENTER SCHOOL,27,62,49,6,0,4,62,49,6,0,4,11
99-00,0001,03,MINNEAPOLIS,27,362,SOUTH SR.,27,1955,525,107,93,171,1955,525,107,93,171,11
99-00,0001,03,MINNEAPOLIS,27,364,SOUTHWEST SR.,27,1620,522,73,377,182,1620,522,73,377,182,11
99-00,0001,03,MINNEAPOLIS,27,365,CITY SCHOOL,27,164,115,6,13,17,164,115,6,13,17,11
99-00,0001,03,MINNEAPOLIS,27,367,P.M. HIGH SCHOOL,27,113,53,13,3,0,113,53,13,3,0,11
99-00,0001,03,MINNEAPOLIS,27,368,WASHBURN SR.,27,1437,474,127,52,154,1437,474,127,52,154,11
99-00,0001,03,MINNEAPOLIS,27,369,KATAHDIN,27,33,14,3,2,6,33,14,3,2,6,11
99-00,0001,03,MINNEAPOLIS,27,371,OPERATION DE NOVO,27,39,17,1,1,8,39,17,1,1,8,11
99-00,0001,03,MINNEAPOLIS,27,373,MENLO PARK,27,61,28,8,1,1,61,28,8,1,1,11
99-00,0001,03,MINNEAPOLIS,27,374,WORK OPPORTUNITY CENTER,27,213,122,15,9,13,213,122,15,9,13,11
99-00,0001,03,MINNEAPOLIS,27,378,EDUCATION PLACE A.L.C.,27,164,116,1,7,21,164,116,1,7,21,11
99-00,0001,03,MINNEAPOLIS,27,380,TRANSITION PLUS SERVICES,27,110,40,13,2,102,110,40,13,2,102,11
99-00,0001,03,MINNEAPOLIS,27,382,HARRISON EDUCATION CNTR,27,52,35,3,0,51,52,35,3,0,51,11
99-00,0001,03,MINNEAPOLIS,27,387,CONNECTION CENTER,27,71,57,12,1,9,71,57,12,1,9,11
99-00,0001,03,MINNEAPOLIS,27,391,ABRAHAM LINCOLN HIGH SCHOOL,27,343,301,8,77,1,343,301,8,77,1,11
99-00,0001,03,MINNEAPOLIS,27,393,AMERICAN INDIAN OIC,27,39,20,3,0,4,39,20,3,0,4,11
99-00,0001,03,MINNEAPOLIS,27,394,MN TEEN CHALLANGE,27,22,22,0,0,1,22,22,0,0,1,11
99-00,0001,03,MINNEAPOLIS,27,395,DYNAMICS OF CHANGE,27,13,12,0,1,3,13,12,0,1,3,11
99-00,0001,03,MINNEAPOLIS,27,401,SULLIVAN HEARING IMPAIRED,27,42,31,2,4,42,45,31,2,4,45,11
99-00,0001,03,MINNEAPOLIS,27,402,HANDS ON,27,107,43,0,0,22,107,43,0,0,22,11
99-00,0001,03,MINNEAPOLIS,27,523,MPLS. H.S. ALTERNATIVE PROGRAM,27,31,2,0,0,1,31,2,0,0,1,11
99-00,0001,03,MINNEAPOLIS,27,623,EDISON PPL,27,468,268,59,6,55,468,268,59,6,55,11
99-00,0001,03,MINNEAPOLIS,27,625,CRAWFORD FIRST,27,26,18,5,1,26,26,18,5,1,26,11
99-00,0001,03,MINNEAPOLIS,27,641,NEW VISTAS,27,52,42,6,5,3,52,42,6,5,3,11
99-00,0001,03,MINNEAPOLIS,27,652,SHELTERS,27,3,2,0,0,1,3,2,0,0,1,11
99-00,0001,03,MINNEAPOLIS,27,679,UNIVERSITY-DAY COMMUNITY,27,15,7,2,2,6,15,7,2,2,6,11
99-00,0001,03,MINNEAPOLIS,27,685,HENN. CO. JUVENILE CNTR.,27,47,46,1,3,20,47,46,1,3,20,11
99-00,0001,03,MINNEAPOLIS,27,687,RIVERSIDE-CHEMICAL,27,3,3,0,0,0,3,3,0,0,0,11
99-00,0001,03,MINNEAPOLIS,27,688,RIVERSIDE-MENTAL,27,28,13,0,1,10,28,13,0,1,10,11
99-00,0001,03,MINNEAPOLIS,27,689,ST. JOSEPH CHILDREN HOME,27,70,70,0,0,49,70,70,0,0,49,11
99-00,0001,03,MINNEAPOLIS,27,692,UNIV. OF MINN. HOSPITALS,27,9,7,0,0,1,9,7,0,0,1,11
99-00,0001,03,MINNEAPOLIS,27,694,HOMEBOUND PROGRAM,27,1,0,0,0,0,1,0,0,0,0,11
99-00,0001,03,MINNEAPOLIS,27,697,ABBOTT N.W.  HOSPITAL,27,14,12,0,0,4,14,12,0,0,4,11
99-00,0001,03,MINNEAPOLIS,27,698,SHRINERS HOSPITAL,27,1,1,0,0,0,1,1,0,0,0,11
99-00,0001,03,MINNEAPOLIS,27,898,EARLY CHILDHOOD ASSESSMENT/SPECIAL,27,0,0,0,0,0,6,0,0,0,6,11
99-00,0002,01,HILL CITY,01,001,HILL CITY EL.,01,168,78,14,0,26,175,81,14,0,33,03
99-00,0002,01,HILL CITY,01,003,HILL CITY SEC.,01,209,86,20,0,30,209,86,20,0,30,03
99-00,0004,01,MCGREGOR,01,010,MCGREGOR EL.,01,283,154,40,0,34,291,156,43,0,42,03
99-00,0004,01,MCGREGOR,01,040,MCGREGOR SEC.,01,272,92,50,0,45,272,92,50,0,45,03
99-00,0006,03,SOUTH ST. PAUL,19,120,SOUTH ST. PAUL SEC.,19,1754,164,147,29,145,1754,164,147,29,145,11
99-00,0006,03,SOUTH ST. PAUL,19,303,SO. ST. PAUL A.L.C.,19,76,12,5,0,0,76,12,5,0,0,11
99-00,0006,03,SOUTH ST. PAUL,19,735,LINCOLN CENTER EL.,19,818,126,80,24,115,841,126,80,24,138,11
99-00,0006,03,SOUTH ST. PAUL,19,737,KAPOSIA EDUCATION CENTER EL.,19,885,170,104,36,73,905,172,105,36,93,11
99-00,0011,01,ANOKA-HENNEPIN,02,001,ANOKA SR.,02,3124,171,136,4,261,3124,171,136,4,261,11
99-00,0011,01,ANOKA-HENNEPIN,02,002,COON RAPIDS SR.,02,2752,206,140,4,245,2752,206,140,4,245,11
99-00,0011,01,ANOKA-HENNEPIN,02,003,FRED MOORE MIDDLE,02,1330,112,83,2,171,1330,112,83,2,171,11
99-00,0011,01,ANOKA-HENNEPIN,02,004,COON RAPIDS MIDDLE,02,1497,187,95,2,176,1497,187,95,2,176,11
99-00,0011,01,ANOKA-HENNEPIN,02,006,JACKSON MIDDLE,02,1547,132,100,86,183,1547,132,100,86,183,11
99-00,0011,01,ANOKA-HENNEPIN,02,090,NORTHDALE MIDDLE,02,1316,163,90,2,161,1316,163,90,2,161,11
99-00,0011,01,ANOKA-HENNEPIN,02,091,BLAINE SR.,02,2892,173,119,49,238,2892,173,119,49,238,11
99-00,0011,01,ANOKA-HENNEPIN,02,110,CROSSROADS ALTERNATIVE HIGH SCHOOL,02,172,28,6,0,23,172,28,6,0,23,11
99-00,0011,01,ANOKA-HENNEPIN,02,121,SANDBURG MIDDLE,02,1003,73,77,3,92,1003,73,77,3,92,11
99-00,0011,01,ANOKA-HENNEPIN,02,192,CHAMPLIN PARK SR.,02,2907,166,118,61,212,2907,166,118,61,212,11
99-00,0011,01,ANOKA-HENNEPIN,02,193,OAK VIEW MIDDLE,02,1188,37,41,1,95,1188,37,41,1,95,11
99-00,0011,01,ANOKA-HENNEPIN,02,195,ROOSEVELT MIDDLE,02,1442,112,95,58,149,1442,112,95,58,149,11
99-00,0011,01,ANOKA-HENNEPIN,02,400,ADAMS EL.,02,580,126,47,1,65,580,126,47,1,65,11
99-00,0011,01,ANOKA-HENNEPIN,02,401,CHAMPLIN EL.,02,441,55,37,0,56,441,55,37,0,56,11
99-00,0011,01,ANOKA-HENNEPIN,02,402,CROOKED LAKE EL.,02,698,29,32,1,75,698,29,32,1,75,11
99-00,0011,01,ANOKA-HENNEPIN,02,403,FRANKLIN EL.,02,490,114,48,3,63,491,114,48,3,64,11
99-00,0011,01,ANOKA-HENNEPIN,02,404,HAMILTON EL.,02,529,99,58,0,82,530,99,58,0,83,11
99-00,0011,01,ANOKA-HENNEPIN,02,405,HOOVER EL.,02,696,120,53,0,100,696,120,53,0,100,11
99-00,0011,01,ANOKA-HENNEPIN,02,406,JEFFERSON EL.,02,636,75,39,0,59,636,75,39,0,59,11
99-00,0011,01,ANOKA-HENNEPIN,02,407,JOHNSVILLE EL.,02,725,50,34,1,54,725,50,34,1,54,11
99-00,0011,01,ANOKA-HENNEPIN,02,408,LINCOLN EL.,02,460,115,46,33,53,460,115,46,33,53,11
99-00,0011,01,ANOKA-HENNEPIN,02,409,L.O. JACOB EL.,02,493,80,35,0,81,493,80,35,0,81,11
99-00,0011,01,ANOKA-HENNEPIN,02,410,MADISON EL.,02,601,54,39,0,85,601,54,39,0,85,11
99-00,0011,01,ANOKA-HENNEPIN,02,411,MCKINLEY EL.,02,929,40,65,3,76,929,40,65,3,76,11
99-00,0011,01,ANOKA-HENNEPIN,02,412,MISSISSIPPI EL.,02,569,105,47,97,59,569,105,47,97,59,11
99-00,0011,01,ANOKA-HENNEPIN,02,413,MONROE EL.,02,859,72,48,68,90,859,72,48,68,90,11
99-00,0011,01,ANOKA-HENNEPIN,02,414,MORRIS BYE EL.,02,647,26,20,2,66,647,26,20,2,66,11
99-00,0011,01,ANOKA-HENNEPIN,02,415,SORTEBERG EL.,02,463,57,51,1,46,463,57,51,1,46,11
99-00,0011,01,ANOKA-HENNEPIN,02,416,RIVERVIEW EL.,02,519,25,24,1,57,519,25,24,1,57,11
99-00,0011,01,ANOKA-HENNEPIN,02,417,SAND CREEK EL.,02,658,44,22,0,68,658,44,22,0,68,11
99-00,0011,01,ANOKA-HENNEPIN,02,418,UNIVERSITY EL.,02,538,104,54,46,49,538,104,54,46,49,11
99-00,0011,01,ANOKA-HENNEPIN,02,419,WASHINGTON EL.,02,435,29,27,2,49,435,29,27,2,49,11
99-00,0011,01,ANOKA-HENNEPIN,02,420,WILSON EL.,02,607,90,52,50,74,607,90,52,50,74,11
99-00,0011,01,ANOKA-HENNEPIN,02,421,EVERGREEN PARK EL.,02,590,110,64,147,52,590,110,64,147,52,11
99-00,0011,01,ANOKA-HENNEPIN,02,422,EISENHOWER EL.,02,573,79,55,3,75,573,79,55,3,75,11
99-00,0011,01,ANOKA-HENNEPIN,02,423,RAMSEY EL.,02,1169,52,76,0,137,1169,52,76,0,137,11
99-00,0011,01,ANOKA-HENNEPIN,02,424,DAYTON EL.,02,705,48,24,30,50,705,48,24,30,50,11
99-00,0011,01,ANOKA-HENNEPIN,02,425,OXBOW CREEK EL.,02,889,31,34,0,87,889,31,34,0,87,11
99-00,0011,01,ANOKA-HENNEPIN,02,426,ANDOVER EL.,02,1513,42,51,0,118,1513,42,51,0,118,11
99-00,0011,01,ANOKA-HENNEPIN,02,428,PETER ENICH KDG. CNTR.,02,389,24,21,0,34,389,24,21,0,34,11
99-00,0011,01,ANOKA-HENNEPIN,02,429,PARK VIEW EARLY CHILDHOOD CENTER,02,393,4,10,0,22,393,4,10,0,22,11
99-00,0011,01,ANOKA-HENNEPIN,02,434,CHAMPLIN PLAZA ALC,02,46,1,2,0,4,46,1,2,0,4,11
99-00,0011,01,ANOKA-HENNEPIN,02,435,ANDOVER DOWNTOWN CENTER ALC,02,44,1,3,0,9,44,1,3,0,9,11
99-00,0011,01,ANOKA-HENNEPIN,02,436,THE BRIDGE,02,17,4,4,0,17,17,4,4,0,17,11
99-00,0011,01,ANOKA-HENNEPIN,02,437,EARLY CHILDHOOD/SP. ED.,02,0,0,0,0,0,546,3,5,0,546,11
99-00,0011,01,ANOKA-HENNEPIN,02,438,TEEN PARENT (NON RESIDENT),02,2,0,0,0,0,2,0,0,0,0,11
99-00,0011,01,ANOKA-HENNEPIN,02,464,ANTHONY LOUIS HOUSE,02,25,2,0,0,6,25,2,0,0,6,11
99-00,0011,01,ANOKA-HENNEPIN,02,465,NEW CONNECTIONS,02,5,0,0,0,0,5,0,0,0,0,11
99-00,0011,01,ANOKA-HENNEPIN,02,466,MERCY,02,4,1,0,1,0,4,1,0,1,0,11
99-00,0011,01,ANOKA-HENNEPIN,02,467,BELL CENTER,02,79,31,7,0,77,79,31,7,0,77,11
99-00,0011,01,ANOKA-HENNEPIN,02,468,TRANSITION PLUS,02,138,6,0,1,125,138,6,0,1,125,11
99-00,0011,01,ANOKA-HENNEPIN,02,469,UNIVERSITY CREEK SITE,02,20,1,0,0,1,20,1,0,0,1,11
99-00,0011,01,ANOKA-HENNEPIN,02,810,COON RAPIDS ACE,02,24,6,5,0,0,24,6,5,0,0,11
99-00,0011,01,ANOKA-HENNEPIN,02,811,BLAINE ACE,00,21,5,2,0,0,21,5,2,0,0,11
99-00,0011,01,ANOKA-HENNEPIN,02,812,CROOKED LAKE ALC,02,20,1,0,0,1,20,1,0,0,1,11
99-00,0011,01,ANOKA-HENNEPIN,02,975,CROSSROADS NIGHTS,02,7,0,0,0,0,7,0,0,0,0,11
99-00,0012,01,CENTENNIAL,02,164,CENTENNIAL SR.,02,1749,75,67,13,196,1749,75,67,13,196,11
99-00,0012,01,CENTENNIAL,02,166,CENTENNIAL MIDDLE SCHOOL,02,1599,95,81,10,188,1599,95,81,10,188,11
99-00,0012,01,CENTENNIAL,02,167,C.A.A.P.,02,49,6,2,0,9,49,6,2,0,9,11
99-00,0012,01,CENTENNIAL,02,510,CENTENNIAL EL.,02,759,56,37,4,76,759,56,37,4,76,11
99-00,0012,01,CENTENNIAL,02,511,CENTERVILLE EL.,02,928,21,35,2,88,928,21,35,2,88,11
99-00,0012,01,CENTENNIAL,02,512,GOLDEN LAKE EL.,02,635,70,37,4,72,635,70,37,4,72,11
99-00,0012,01,CENTENNIAL,02,513,RICE LAKE EL.,02,993,59,25,5,84,993,59,25,5,84,11
99-00,0012,01,CENTENNIAL,02,514,EARLY CHILDHOOD CENTER,02,0,0,0,0,0,69,0,0,0,69,11
99-00,0012,01,CENTENNIAL,02,518,ANOKA JUVENILE CENTER,02,106,0,0,0,25,106,0,0,0,25,11
99-00,0013,01,COLUMBIA HEIGHTS,02,016,COLUMBIA HEIGHTS SR.,02,884,159,72,38,144,884,159,72,38,144,11
99-00,0013,01,COLUMBIA HEIGHTS,02,017,CENTRAL MIDDLE,02,667,166,68,48,88,667,166,68,48,88,11
99-00,0013,01,COLUMBIA HEIGHTS,02,018,COLUMBIA HEIGHTS ALTERNATIVE SCH.,02,61,17,7,0,5,61,17,7,0,5,11
99-00,0013,01,COLUMBIA HEIGHTS,02,515,HIGHLAND EL.,02,470,180,55,111,34,470,180,55,111,34,11
99-00,0013,01,COLUMBIA HEIGHTS,02,517,NORTH PARK EL.,02,486,115,54,2,53,486,115,54,2,53,11
99-00,0013,01,COLUMBIA HEIGHTS,02,520,VALLEY VIEW EL.,02,409,96,49,0,43,409,96,49,0,43,11
99-00,0013,01,COLUMBIA HEIGHTS,02,813,EARLY CHILDHOOD,02,0,0,0,0,0,39,3,0,0,39,11
99-00,0014,01,FRIDLEY,02,022,FRIDLEY SR.,02,789,84,46,15,87,789,84,46,15,87,11
99-00,0014,01,FRIDLEY,02,023,FRIDLEY MIDDLE,02,827,190,74,9,103,827,190,74,9,103,11
99-00,0014,01,FRIDLEY,02,546,HAYES EL.,02,468,88,26,25,31,468,88,26,25,31,11
99-00,0014,01,FRIDLEY,02,550,STEVENSON EL.,02,430,106,43,10,42,445,106,43,10,57,11
99-00,0014,01,FRIDLEY,02,551,TRANSITIONS SCHOOL,02,11,0,0,0,11,11,0,0,0,11,11
99-00,0014,01,FRIDLEY,02,552,OUR SCHOOL ALC,02,51,12,5,0,0,51,12,5,0,0,11
99-00,0015,01,ST. FRANCIS,02,122,ST. FRANCIS SR.,02,1670,112,89,8,170,1670,112,89,8,170,11
99-00,0015,01,ST. FRANCIS,02,123,ST. FRANCIS JR.,02,917,76,70,5,80,917,76,70,5,80,11
99-00,0015,01,ST. FRANCIS,02,140,TRANSITION 15,02,17,0,0,0,17,17,0,0,0,17,11
99-00,0015,01,ST. FRANCIS,02,141,ST. FRANCIS INTERMEDIATE EL.,02,485,43,51,7,45,485,43,51,7,45,11
99-00,0015,01,ST. FRANCIS,02,780,BETHEL ECSE,02,0,0,0,0,0,64,0,0,0,64,11
99-00,0015,01,ST. FRANCIS,02,781,CEDAR EL.,02,358,21,7,0,28,358,21,7,0,28,11
99-00,0015,01,ST. FRANCIS,02,782,ST. FRANCIS EL.,02,521,66,36,4,36,521,66,36,4,36,11
