dat_yer,dst_num,dst_tye,dst_nam,dst_cou,sch_num,sch_nam,sch_cou,enr_k12,fre_k12,rpc_k12,lep_k12,spe_k12,enr_pk12,fre_pk12,rpc_pk12,lep_pk12,spe_pk12,eco_dev
02-03,0001,03,MINNEAPOLIS,27,140,LORING EL.,27,363,221,49,95,44,363,221,49,95,44,11
02-03,0001,03,MINNEAPOLIS,27,143,MCKNIGHT EEC,27,55,21,1,0,1,55,21,1,0,1,11
02-03,0001,03,MINNEAPOLIS,27,144,LYNDALE EL.,27,372,309,26,164,58,372,309,26,164,58,11
02-03,0001,03,MINNEAPOLIS,27,150,MORRIS PARK EL.,27,130,64,9,4,23,145,69,10,4,38,11
02-03,0001,03,MINNEAPOLIS,27,151,JENNY LIND EL.,27,542,303,93,186,81,542,303,93,186,81,11
02-03,0001,03,MINNEAPOLIS,27,152,NORTHROP EL.,27,242,122,23,76,24,242,122,23,76,24,11
02-03,0001,03,MINNEAPOLIS,27,155,PILLSBURY EL.,27,456,260,39,132,42,470,267,40,132,56,11
02-03,0001,03,MINNEAPOLIS,27,156,PRATT EL.,27,69,30,3,16,4,69,30,3,16,4,11
02-03,0001,03,MINNEAPOLIS,27,158,PUTNAM EL.,27,215,147,34,71,28,215,147,34,71,28,11
02-03,0001,03,MINNEAPOLIS,27,160,SEWARD EL.,27,666,194,64,91,59,681,202,65,91,74,11
02-03,0001,03,MINNEAPOLIS,27,161,SHERIDAN EL.,27,712,453,75,197,95,712,453,75,197,95,11
02-03,0001,03,MINNEAPOLIS,27,162,SHINGLE CREEK EL.,27,393,278,62,127,28,393,278,62,127,28,11
02-03,0001,03,MINNEAPOLIS,27,164,TUTTLE EL.,27,248,164,34,57,31,248,164,34,57,31,11
02-03,0001,03,MINNEAPOLIS,27,165,WAITE PARK EL.,27,333,129,28,37,32,333,129,28,37,32,11
02-03,0001,03,MINNEAPOLIS,27,166,WEBSTER OPEN EL.,27,684,471,104,353,63,684,471,104,353,63,11
02-03,0001,03,MINNEAPOLIS,27,167,WENONAH EL.,27,232,130,25,57,27,232,130,25,57,27,11
02-03,0001,03,MINNEAPOLIS,27,169,WILLARD EL.,27,397,286,48,124,33,397,286,48,124,33,11
02-03,0001,03,MINNEAPOLIS,27,170,WINDOM OPEN EL.,27,432,309,20,180,43,432,309,20,180,43,11
02-03,0001,03,MINNEAPOLIS,27,175,RAMSEY FINE ARTS EL.,27,916,393,111,192,94,916,393,111,192,94,11
02-03,0001,03,MINNEAPOLIS,27,179,JEFFERSON EL.,27,612,442,89,295,81,621,446,89,295,90,11
02-03,0001,03,MINNEAPOLIS,27,180,DOWLING EL.,27,390,113,37,26,68,390,113,37,26,68,11
02-03,0001,03,MINNEAPOLIS,27,182,SOUTHSIDE FAMILY,27,82,41,14,3,5,82,41,14,3,5,11
02-03,0001,03,MINNEAPOLIS,27,183,RIVER WEST ECSE,27,0,0,0,0,0,223,67,5,0,223,11
02-03,0001,03,MINNEAPOLIS,27,185,NORTH STAR EL.,27,629,545,36,176,102,629,545,36,176,102,11
02-03,0001,03,MINNEAPOLIS,27,190,ANDERSEN OPEN EL.,27,688,543,76,341,93,700,551,78,341,105,11
02-03,0001,03,MINNEAPOLIS,27,191,ANDERSEN EL.,27,390,329,47,216,36,390,329,47,216,36,11
02-03,0001,03,MINNEAPOLIS,27,193,SULLIVAN EL.,27,856,437,91,203,130,856,437,91,203,130,11
02-03,0001,03,MINNEAPOLIS,27,194,BENJAMIN BANNEKER MID.,27,261,231,15,58,43,261,231,15,58,43,11
02-03,0001,03,MINNEAPOLIS,27,195,POWDERHORN EL.,27,631,531,46,149,60,641,538,46,149,70,11
02-03,0001,03,MINNEAPOLIS,27,210,PERFORMING ARTS MAGNET-KENWOOD EL.,00,98,43,9,1,11,98,43,9,1,11,11
02-03,0001,03,MINNEAPOLIS,27,211,PERFORMING ARTS MAGNET-CITYVIEW EL.,00,82,49,13,2,6,82,49,13,2,6,11
02-03,0001,03,MINNEAPOLIS,27,213,FOUR WINDS EL.,27,476,395,54,87,74,476,395,54,87,74,11
02-03,0001,03,MINNEAPOLIS,27,226,MARCY OPEN EL.,27,598,197,68,91,52,598,197,68,91,52,11
02-03,0001,03,MINNEAPOLIS,27,234,BOTTINEAU,27,113,48,16,20,11,118,50,16,20,16,11
02-03,0001,03,MINNEAPOLIS,27,238,DOWNTOWN OPEN,27,142,84,14,1,12,142,84,14,1,12,11
02-03,0001,03,MINNEAPOLIS,27,249,BRYN MAWR EL.,27,459,309,40,165,57,483,326,43,165,81,11
02-03,0001,03,MINNEAPOLIS,27,256,GREEN CENTRAL PARK,27,655,487,57,319,46,655,487,57,319,46,11
02-03,0001,03,MINNEAPOLIS,27,260,EMERSON EL.,27,500,228,65,158,31,500,228,65,158,31,11
02-03,0001,03,MINNEAPOLIS,27,268,LEARNING CNTR. FOR CHILDREN,27,62,61,1,4,5,62,61,1,4,5,11
02-03,0001,03,MINNEAPOLIS,27,280,JORDAN PARK SCH. OF EXTENDED LRNG.,27,498,336,62,75,68,498,336,62,75,68,11
02-03,0001,03,MINNEAPOLIS,27,282,LUCY LANEY @ CLEVELAND PARK EL.,27,720,519,93,201,90,720,519,93,201,90,11
02-03,0001,03,MINNEAPOLIS,27,283,RIVER WEST DTP,27,22,19,1,0,22,22,19,1,0,22,11
02-03,0001,03,MINNEAPOLIS,27,284,WEST CENTRAL EL. ACADEMY,27,484,407,39,138,64,484,407,39,138,64,11
02-03,0001,03,MINNEAPOLIS,27,287,HALL EL.,27,335,281,17,47,46,335,281,17,47,46,11
02-03,0001,03,MINNEAPOLIS,27,288,NELLIE STONE JOHNSON EL.,27,584,463,36,177,73,596,469,37,177,85,11
02-03,0001,03,MINNEAPOLIS,27,289,WHITTIER PARK EL.,27,414,336,27,203,41,414,336,27,203,41,11
02-03,0001,03,MINNEAPOLIS,27,290,CITYVIEW COMMUNITY EL.,27,669,480,60,166,108,669,480,60,166,108,11
02-03,0001,03,MINNEAPOLIS,27,300,ANTHONY MID.,27,778,335,44,109,102,778,335,44,109,102,11
02-03,0001,03,MINNEAPOLIS,27,301,ANWATIN MID.,27,764,371,68,137,111,764,371,68,137,111,11
02-03,0001,03,MINNEAPOLIS,27,304,FOLWELL MID.,27,654,508,58,214,122,654,508,58,214,122,11
02-03,0001,03,MINNEAPOLIS,27,306,FRANKLIN MID.,27,621,517,49,138,138,621,517,49,138,138,11
02-03,0001,03,MINNEAPOLIS,27,315,RONALD MCDONALD HOUSE,27,12,0,0,0,0,12,0,0,0,0,11
02-03,0001,03,MINNEAPOLIS,27,316,NORTHEAST MID.,27,629,421,51,100,105,629,421,51,100,105,11
02-03,0001,03,MINNEAPOLIS,27,318,OLSON MID.,27,685,456,100,179,117,685,456,100,179,117,11
02-03,0001,03,MINNEAPOLIS,27,319,VOLUNTEERS OF AMERICA MID.,27,26,24,1,1,10,26,24,1,1,10,11
02-03,0001,03,MINNEAPOLIS,27,324,SANFORD MID.,27,561,386,45,157,112,561,386,45,157,112,11
02-03,0001,03,MINNEAPOLIS,27,325,IDT-MERRIAM PARK,62,56,35,4,10,7,56,35,4,10,7,11
02-03,0001,03,MINNEAPOLIS,27,348,M.E.R.C.,27,60,46,5,2,7,60,46,5,2,7,11
02-03,0001,03,MINNEAPOLIS,27,349,LORING-NICOLLET,27,53,15,2,2,4,53,15,2,2,4,11
02-03,0001,03,MINNEAPOLIS,27,351,URBAN LEAGUE ST. ACADEMY,27,124,88,14,2,15,124,88,14,2,15,11
02-03,0001,03,MINNEAPOLIS,27,352,EDISON SR.,27,1425,987,126,583,193,1425,987,126,583,193,11
02-03,0001,03,MINNEAPOLIS,27,353,BROADWAY EDUCATION PLACE,27,144,128,3,19,29,144,128,3,19,29,11
02-03,0001,03,MINNEAPOLIS,27,354,HENRY SR.,27,1532,986,176,367,200,1532,986,176,367,200,11
02-03,0001,03,MINNEAPOLIS,27,357,PLYMOUTH YOUTH CENTER CAPRI,27,105,73,10,4,11,105,73,10,4,11,11
02-03,0001,03,MINNEAPOLIS,27,358,NORTH SR.,27,1287,914,117,214,193,1287,914,117,214,193,11
02-03,0001,03,MINNEAPOLIS,27,359,PEASE ACADEMY/HOLOS,27,54,4,2,1,10,54,4,2,1,10,11
02-03,0001,03,MINNEAPOLIS,27,360,ROOSEVELT SR.,27,1563,990,127,526,235,1563,990,127,526,235,11
02-03,0001,03,MINNEAPOLIS,27,361,CENTER SCHOOL,27,56,45,2,0,6,56,45,2,0,6,11
02-03,0001,03,MINNEAPOLIS,27,362,SOUTH SR.,27,2037,657,131,245,203,2037,657,131,245,203,11
02-03,0001,03,MINNEAPOLIS,27,363,ICALL,27,82,78,2,82,1,82,78,2,82,1,11
02-03,0001,03,MINNEAPOLIS,27,364,SOUTHWEST SR.,27,1646,537,75,367,198,1646,537,75,367,198,11
02-03,0001,03,MINNEAPOLIS,27,365,CITY INC. N.,27,97,73,9,9,12,97,73,9,9,12,11
02-03,0001,03,MINNEAPOLIS,27,367,P.M. HIGH SCHOOL,27,107,37,17,10,0,107,37,17,10,0,11
02-03,0001,03,MINNEAPOLIS,27,368,WASHBURN SR.,27,1385,624,116,279,157,1385,624,116,279,157,11
02-03,0001,03,MINNEAPOLIS,27,369,KATAHDIN,27,28,21,3,0,4,28,21,3,0,4,11
02-03,0001,03,MINNEAPOLIS,27,371,OPERATION DE NOVO,27,24,16,2,2,4,24,16,2,2,4,11
02-03,0001,03,MINNEAPOLIS,27,373,MENLO PARK,27,70,26,11,2,8,70,26,11,2,8,11
02-03,0001,03,MINNEAPOLIS,27,374,WORK OPPORTUNITY CTR.,27,212,150,17,36,21,212,150,17,36,21,11
02-03,0001,03,MINNEAPOLIS,27,376,EDISON EVENING PROGRAM,27,31,14,2,31,0,31,14,2,31,0,11
02-03,0001,03,MINNEAPOLIS,27,380,TRANSITION PLUS SERVICES,27,215,153,19,23,204,215,153,19,23,204,11
02-03,0001,03,MINNEAPOLIS,27,382,HARRISON EDUCATION CNTR,27,52,35,5,0,52,52,35,5,0,52,11
02-03,0001,03,MINNEAPOLIS,27,387,CONNECTION CTR.,27,74,63,3,1,7,74,63,3,1,7,11
02-03,0001,03,MINNEAPOLIS,27,391,ABRAHAM LINCOLN HIGH SCHOOL,27,357,314,22,319,3,357,314,22,319,3,11
02-03,0001,03,MINNEAPOLIS,27,393,AMERICAN INDIAN OIC,27,38,17,6,0,2,38,17,6,0,2,11
02-03,0001,03,MINNEAPOLIS,27,394,MN TEEN CHALLANGE,27,41,41,0,0,3,41,41,0,0,3,11
02-03,0001,03,MINNEAPOLIS,27,401,SULLIVAN HEARING IMPAIRED,27,48,30,5,10,47,48,30,5,10,47,11
02-03,0001,03,MINNEAPOLIS,27,403,MINNEAPOLIS YOUTH ACADEMY,27,59,44,1,0,2,59,44,1,0,2,11
02-03,0001,03,MINNEAPOLIS,27,405,FRESH START,27,100,59,18,0,2,100,59,18,0,2,11
02-03,0001,03,MINNEAPOLIS,27,406,VOLUNTEERS OF AMERICA-HIGH,27,97,61,6,0,25,97,61,6,0,25,11
02-03,0001,03,MINNEAPOLIS,27,408,CITY INC. SOUTH,27,104,84,9,16,10,104,84,9,16,10,11
02-03,0001,03,MINNEAPOLIS,27,410,IDT-BLOOMINGTON,27,23,7,3,1,2,23,7,3,1,2,11
02-03,0001,03,MINNEAPOLIS,27,411,PLYMOUTH YOUTH CTR. LYNDALE,27,96,68,12,17,3,96,68,12,17,3,11
02-03,0001,03,MINNEAPOLIS,27,412,CENTER FOR TRAINING & CAREERS,27,310,254,35,96,2,310,254,35,96,2,11
02-03,0001,03,MINNEAPOLIS,27,413,PLYMOUTH YOUTH CENTER MIDDLE,27,25,22,3,2,8,25,22,3,2,8,11
02-03,0001,03,MINNEAPOLIS,27,414,UL STREET ACADEMY MIDDLE,27,27,22,3,1,4,27,22,3,1,4,11
02-03,0001,03,MINNEAPOLIS,27,523,MPLS. H.S. ALTERNATIVE PROGRAM,27,14,0,0,0,0,14,0,0,0,0,11
02-03,0001,03,MINNEAPOLIS,27,625,MPLS. CRAWFORD FIRST,27,58,45,6,1,57,58,45,6,1,57,11
02-03,0001,03,MINNEAPOLIS,27,652,SHELTERS,27,1,0,0,1,0,1,0,0,1,0,11
02-03,0001,03,MINNEAPOLIS,27,679,UNIVERSITY-DAY COMMUNITY,27,16,4,1,0,10,16,4,1,0,10,11
02-03,0001,03,MINNEAPOLIS,27,685,HENN. CO. JUVENILE CNTR.,27,47,46,1,3,15,47,46,1,3,15,11
02-03,0001,03,MINNEAPOLIS,27,687,RIVERSIDE-CHEMICAL,27,4,4,0,0,0,4,4,0,0,0,11
02-03,0001,03,MINNEAPOLIS,27,688,RIVERSIDE-MENTAL,27,47,16,1,0,10,47,16,1,0,10,11
02-03,0001,03,MINNEAPOLIS,27,689,ST. JOSEPH CHILDREN HOME,27,54,51,2,1,38,54,51,2,1,38,11
02-03,0001,03,MINNEAPOLIS,27,692,CHILDREN'S HOSPITAL ACADEMY,27,12,10,0,0,0,12,10,0,0,0,11
02-03,0001,03,MINNEAPOLIS,27,694,HOMEBOUND PROGRAM,27,5,0,0,0,0,5,0,0,0,0,11
02-03,0001,03,MINNEAPOLIS,27,697,CHILDRENS RES. TREAT CTR.,27,17,17,0,0,11,17,17,0,0,11,11
02-03,0001,03,MINNEAPOLIS,27,698,SHRINERS HOSPITAL,27,3,3,0,0,0,3,3,0,0,0,11
02-03,0001,03,MINNEAPOLIS,27,898,EARLY CHILDHOOD ASSESSMENT/SPECIAL,27,0,0,0,0,0,11,1,0,0,11,11
02-03,0002,01,HILL CITY,01,001,HILL CITY EL.,01,170,68,19,0,29,175,70,19,0,34,03
02-03,0002,01,HILL CITY,01,003,HILL CITY SEC.,01,196,66,18,0,33,196,66,18,0,33,03
02-03,0004,01,MCGREGOR,01,010,MCGREGOR EL.,01,277,166,34,0,48,284,170,35,0,55,03
02-03,0004,01,MCGREGOR,01,030,MCGREGOR ALP,01,15,0,0,0,2,15,0,0,0,2,03
02-03,0004,01,MCGREGOR,01,040,MCGREGOR SEC.,01,250,101,26,0,43,250,101,26,0,43,03
02-03,0006,03,SOUTH ST. PAUL,19,120,SOUTH ST. PAUL SEC.,19,1696,252,123,33,183,1696,252,123,33,183,11
02-03,0006,03,SOUTH ST. PAUL,19,303,SO. ST. PAUL ALC,19,87,28,11,0,2,87,28,11,0,2,11
02-03,0006,03,SOUTH ST. PAUL,19,735,LINCOLN CENTER EL.,19,837,168,81,65,123,865,169,81,65,151,11
02-03,0006,03,SOUTH ST. PAUL,19,737,KAPOSIA EDUCATION CENTER EL.,19,768,181,97,61,70,784,183,97,61,86,11
02-03,0011,01,ANOKA-HENNEPIN,02,001,ANOKA SR.,02,2717,184,157,0,265,2717,184,157,0,265,11
02-03,0011,01,ANOKA-HENNEPIN,02,002,COON RAPIDS SR.,02,2720,254,174,1,318,2720,254,174,1,318,11
02-03,0011,01,ANOKA-HENNEPIN,02,003,FRED MOORE MID.,02,934,175,97,55,132,934,175,97,55,132,11
02-03,0011,01,ANOKA-HENNEPIN,02,004,COON RAPIDS MID.,02,1626,270,109,1,244,1626,270,109,1,244,11
02-03,0011,01,ANOKA-HENNEPIN,02,006,JACKSON MID.,02,2350,260,142,179,240,2350,260,142,179,240,11
02-03,0011,01,ANOKA-HENNEPIN,02,090,NORTHDALE MID.,02,1320,148,105,0,151,1320,148,105,0,151,11
02-03,0011,01,ANOKA-HENNEPIN,02,091,BLAINE SR.,02,2923,271,155,136,304,2923,271,155,136,304,11
02-03,0011,01,ANOKA-HENNEPIN,02,094,ANDOVER SR HIGH,02,1028,48,38,0,101,1028,48,38,0,101,11
02-03,0011,01,ANOKA-HENNEPIN,02,110,CROSSROADS ALTERNATIVE HIGH SCHOOL,02,202,55,11,0,24,202,55,11,0,24,11
02-03,0011,01,ANOKA-HENNEPIN,02,111,CROSSROADS NIGHTS,02,49,0,0,0,2,49,0,0,0,2,11
02-03,0011,01,ANOKA-HENNEPIN,02,121,SANDBURG MID.,02,912,56,54,0,83,912,56,54,0,83,11
02-03,0011,01,ANOKA-HENNEPIN,02,192,CHAMPLIN PARK SR.,02,3027,242,145,136,278,3027,242,145,136,278,11
02-03,0011,01,ANOKA-HENNEPIN,02,193,OAK VIEW MID.,02,1257,69,41,0,127,1257,69,41,0,127,11
02-03,0011,01,ANOKA-HENNEPIN,02,195,ROOSEVELT MID.,02,1260,174,88,140,139,1260,174,88,140,139,11
02-03,0011,01,ANOKA-HENNEPIN,02,400,ADAMS EL.,02,533,138,32,0,63,533,138,32,0,63,11
02-03,0011,01,ANOKA-HENNEPIN,02,401,CHAMPLIN EL.,02,440,67,33,0,39,440,67,33,0,39,11
02-03,0011,01,ANOKA-HENNEPIN,02,402,CROOKED LAKE EL.,02,668,43,34,0,69,668,43,34,0,69,11
02-03,0011,01,ANOKA-HENNEPIN,02,403,FRANKLIN EL.,02,376,73,38,0,50,376,73,38,0,50,11
02-03,0011,01,ANOKA-HENNEPIN,02,404,HAMILTON EL.,02,478,90,33,0,87,478,90,33,0,87,11
02-03,0011,01,ANOKA-HENNEPIN,02,405,HOOVER EL.,02,523,56,39,0,90,523,56,39,0,90,11
02-03,0011,01,ANOKA-HENNEPIN,02,406,JEFFERSON EL.,02,679,84,37,0,71,679,84,37,0,71,11
02-03,0011,01,ANOKA-HENNEPIN,02,407,JOHNSVILLE EL.,02,621,40,25,0,55,621,40,25,0,55,11
02-03,0011,01,ANOKA-HENNEPIN,02,408,LINCOLN EL.,02,339,112,36,72,46,339,112,36,72,46,11
02-03,0011,01,ANOKA-HENNEPIN,02,409,L.O. JACOB EL.,02,456,92,24,0,67,456,92,24,0,67,11
02-03,0011,01,ANOKA-HENNEPIN,02,410,MADISON EL.,02,522,64,40,0,79,522,64,40,0,79,11
02-03,0011,01,ANOKA-HENNEPIN,02,411,MCKINLEY EL.,02,779,33,38,0,54,779,33,38,0,54,11
02-03,0011,01,ANOKA-HENNEPIN,02,412,MISSISSIPPI EL.,02,536,120,44,99,54,536,120,44,99,54,11
02-03,0011,01,ANOKA-HENNEPIN,02,413,MONROE EL.,02,685,59,35,57,78,685,59,35,57,78,11
02-03,0011,01,ANOKA-HENNEPIN,02,414,MORRIS BYE EL.,02,661,96,33,1,77,661,96,33,1,77,11
02-03,0011,01,ANOKA-HENNEPIN,02,415,SORTEBERG EL.,02,468,134,57,108,41,468,134,57,108,41,11
02-03,0011,01,ANOKA-HENNEPIN,02,416,RIVERVIEW EL.,02,213,36,27,49,20,213,36,27,49,20,11
02-03,0011,01,ANOKA-HENNEPIN,02,417,SAND CREEK EL.,02,628,46,30,0,53,628,46,30,0,53,11
02-03,0011,01,ANOKA-HENNEPIN,02,418,UNIVERSITY EL.,02,622,193,87,180,67,622,193,87,180,67,11
02-03,0011,01,ANOKA-HENNEPIN,02,419,WASHINGTON EL.,02,395,55,38,1,54,395,55,38,1,54,11
02-03,0011,01,ANOKA-HENNEPIN,02,420,WILSON EL.,02,590,123,54,105,66,590,123,54,105,66,11
02-03,0011,01,ANOKA-HENNEPIN,02,421,EVERGREEN PARK EL.,02,492,131,62,124,42,492,131,62,124,42,11
02-03,0011,01,ANOKA-HENNEPIN,02,422,EISENHOWER EL.,02,462,68,48,0,66,462,68,48,0,66,11
02-03,0011,01,ANOKA-HENNEPIN,02,423,RAMSEY EL.,02,988,54,55,0,121,988,54,55,0,121,11
02-03,0011,01,ANOKA-HENNEPIN,02,424,DAYTON EL.,02,694,43,19,33,59,694,43,19,33,59,11
02-03,0011,01,ANOKA-HENNEPIN,02,425,OXBOW CREEK EL.,02,1080,84,77,86,117,1080,84,77,86,117,11
02-03,0011,01,ANOKA-HENNEPIN,02,426,ANDOVER EL.,02,1419,58,48,0,143,1419,58,48,0,143,11
02-03,0011,01,ANOKA-HENNEPIN,02,427,RUM RIVER EL.,02,782,27,32,0,83,782,27,32,0,83,11
02-03,0011,01,ANOKA-HENNEPIN,02,428,PETER ENICH KDG. CTR.,02,312,38,18,0,36,312,38,18,0,36,11
02-03,0011,01,ANOKA-HENNEPIN,02,429,PARK VIEW EARLY CHILDHOOD CTR.,02,389,31,20,27,31,389,31,20,27,31,11
02-03,0011,01,ANOKA-HENNEPIN,02,434,CHAMPLIN PLAZA ALC,02,74,0,1,0,7,74,0,1,0,7,11
02-03,0011,01,ANOKA-HENNEPIN,02,435,ANDOVER DOWNTOWN CTR ALC,02,79,0,0,0,7,79,0,0,0,7,11
02-03,0011,01,ANOKA-HENNEPIN,02,436,BRIDGES,02,52,2,0,0,52,52,2,0,0,52,11
02-03,0011,01,ANOKA-HENNEPIN,02,437,EARLY CHILDHOOD/SP. ED.,02,0,0,0,0,0,558,1,0,0,558,11
02-03,0011,01,ANOKA-HENNEPIN,02,438,TEEN PARENT (NON RESIDENT),02,1,1,0,0,0,1,1,0,0,0,11
02-03,0011,01,ANOKA-HENNEPIN,02,464,ANTHONY LOUIS HOUSE,02,23,0,0,0,6,23,0,0,0,6,11
02-03,0011,01,ANOKA-HENNEPIN,02,465,NEW CONNECTIONS,02,7,0,0,0,1,7,0,0,0,1,11
02-03,0011,01,ANOKA-HENNEPIN,02,467,BELL CENTER,02,64,22,6,0,63,64,22,6,0,63,11
02-03,0011,01,ANOKA-HENNEPIN,02,468,TRANSITION PLUS,02,198,10,1,0,198,198,10,1,0,198,11
02-03,0011,01,ANOKA-HENNEPIN,02,469,UNIVERSITY CREEK ALC,02,85,1,1,0,9,85,1,1,0,9,11
02-03,0011,01,ANOKA-HENNEPIN,02,812,CROOKED LAKE ALC,02,87,6,3,0,2,87,6,3,0,2,11
02-03,0012,01,CENTENNIAL,02,164,CENTENNIAL SR.,02,2000,106,53,9,250,2000,106,53,9,250,11
02-03,0012,01,CENTENNIAL,02,166,CENTENNIAL MID.,02,1726,132,66,6,251,1726,132,66,6,251,11
02-03,0012,01,CENTENNIAL,02,167,C.A.L.C.,02,113,20,4,0,8,113,20,4,0,8,11
02-03,0012,01,CENTENNIAL,02,510,CENTENNIAL EL.,02,589,61,38,6,62,589,61,38,6,62,11
02-03,0012,01,CENTENNIAL,02,511,CENTERVILLE EL.,02,550,19,17,2,48,550,19,17,2,48,11
02-03,0012,01,CENTENNIAL,02,512,GOLDEN LAKE EL.,02,434,62,22,15,49,434,62,22,15,49,11
02-03,0012,01,CENTENNIAL,02,513,RICE LAKE EL.,02,889,11,21,3,79,889,11,21,3,79,11
02-03,0012,01,CENTENNIAL,02,514,EARLY CHILDHOOD CENTER,02,0,0,0,0,0,67,0,1,0,67,11
02-03,0012,01,CENTENNIAL,02,515,BLUE HERON EL.,02,648,53,25,5,57,648,53,25,5,57,11
02-03,0012,01,CENTENNIAL,02,518,ANOKA JUVENILE CENTER,02,11,4,0,0,5,11,4,0,0,5,11
02-03,0013,01,COLUMBIA HEIGHTS,02,016,COLUMBIA HEIGHTS SR.,02,936,248,57,71,138,936,248,57,71,138,11
02-03,0013,01,COLUMBIA HEIGHTS,02,017,CENTRAL MID.,02,726,282,66,83,80,726,282,66,83,80,11
02-03,0013,01,COLUMBIA HEIGHTS,02,515,HIGHLAND EL.,02,389,151,35,76,41,389,151,35,76,41,11
02-03,0013,01,COLUMBIA HEIGHTS,02,517,NORTH PARK EL.,02,479,153,45,95,42,479,153,45,95,42,11
02-03,0013,01,COLUMBIA HEIGHTS,02,520,VALLEY VIEW EL.,02,464,193,37,84,40,464,193,37,84,40,11
02-03,0013,01,COLUMBIA HEIGHTS,02,813,EARLY CHILDHOOD,02,0,0,0,0,0,36,0,0,0,36,11
02-03,0014,01,FRIDLEY,02,022,FRIDLEY SR.,02,818,155,66,22,98,818,155,66,22,98,11
02-03,0014,01,FRIDLEY,02,023,FRIDLEY MID.,02,791,227,92,40,88,791,227,92,40,88,11
02-03,0014,01,FRIDLEY,02,546,HAYES EL.,02,413,82,39,33,26,438,82,39,33,51,11
02-03,0014,01,FRIDLEY,02,550,STEVENSON EL.,02,430,160,30,37,31,430,160,30,37,31,11
02-03,0014,01,FRIDLEY,02,551,TRANSITIONS SCHOOL,02,8,3,0,0,8,8,3,0,0,8,11
02-03,0014,01,FRIDLEY,02,552,OUR SCHOOL ALC,02,97,28,11,0,12,97,28,11,0,12,11
02-03,0014,01,FRIDLEY,02,652,FRIDLEY MID. ALC,02,11,6,1,0,0,11,6,1,0,0,11
02-03,0015,01,ST. FRANCIS,02,122,ST. FRANCIS SR.,02,1759,153,96,16,149,1759,153,96,16,149,11
