SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewTchr,AvgYrsExp,Exp1_5,Exp6_10,Exp11_15,Exp16_20,Exp21_25,Exp26_30,Exp31Plus,LessThanBA,BA,MA,PhD,EdUnkn,AvgAge,AgeLess25,Age25_29,Age30_34,Age35_44,Age45_54,Age55Plus
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,106,10,BARTON OPEN ELEMENTARY                            ,27,Hennepin                                          ,11                  ,34.64,6.20,28.44,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,6.20,28.12,0.00,21.00,0.00,1.00,8.50,6.15,8.00,7.00,3.99,0.00,9.35,25.29,0.00,0.00,48.00,0.00,0.00,1.00,5.80,17.70,10.14
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,107,10,BETHUNE ELEMENTARY                                ,27,Hennepin                                          ,11                  ,29.80,4.80,25.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,3.80,22.00,1.00,14.00,6.80,3.00,6.00,7.00,4.00,1.00,2.00,0.00,12.80,17.00,0.00,0.00,45.00,1.00,2.00,4.00,5.80,9.00,8.00
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,110,10,BURROUGHS ELEMENTARY                              ,27,Hennepin                                          ,11                  ,35.99,18.00,17.99,1.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,17.00,17.69,0.00,18.00,4.00,1.00,11.30,8.68,3.01,5.00,3.00,0.00,9.00,23.98,0.00,3.01,47.00,0.00,2.00,3.00,11.30,11.68,8.01
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,119,20,FIELD ELEMENTARY                                  ,27,Hennepin                                          ,11                  ,24.67,9.69,14.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,9.69,14.29,0.69,12.00,4.38,2.00,9.17,7.32,1.80,0.00,0.00,0.00,7.66,17.01,0.00,0.00,45.00,0.69,0.00,2.00,7.12,9.09,5.77
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,121,10,LAKE HARRIET UPPER SCHOOL                         ,27,Hennepin                                          ,11                  ,28.72,6.93,21.79,1.87,0.00,0.00,0.20,0.00,0.00,1.64,0.00,3.42,21.59,0.00,18.00,1.02,3.02,7.25,5.05,6.05,4.24,1.09,0.00,8.26,18.97,0.00,1.49,48.00,0.00,0.00,1.02,7.47,10.33,9.90
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,123,10,HALE ELEMENTARY                                   ,27,Hennepin                                          ,11                  ,29.75,3.49,26.26,0.00,0.00,1.00,0.00,0.00,0.60,1.00,0.00,1.49,25.66,0.00,18.00,1.00,1.60,1.60,7.39,13.16,2.00,2.00,0.00,5.00,21.76,1.00,1.99,45.00,0.00,2.60,0.00,6.60,13.55,7.00
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,130,10,HIAWATHA ELEMENTARY                               ,27,Hennepin                                          ,11                  ,21.00,2.00,19.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,3.00,1.00,15.00,0.00,22.00,0.00,1.00,0.00,5.00,9.00,6.00,0.00,0.00,5.00,16.00,0.00,0.00,52.00,0.00,0.00,0.50,0.00,15.00,5.50
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,134,10,LK NOKOMIS COMM-KEEWAYDIN CAMPUS                  ,27,Hennepin                                          ,11                  ,18.22,1.57,16.65,0.00,0.00,0.00,0.00,0.00,0.38,0.00,2.00,1.57,14.27,0.46,12.00,4.62,3.12,4.10,3.38,1.00,1.00,1.00,0.00,10.21,7.01,0.00,1.00,38.00,0.46,0.85,4.37,7.31,3.23,2.00
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,135,10,KENNY ELEMENTARY                                  ,27,Hennepin                                          ,11                  ,21.48,2.81,18.67,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.17,2.81,15.50,0.00,14.00,1.67,1.01,7.39,7.01,2.40,2.00,0.00,0.00,5.50,15.98,0.00,0.00,42.00,0.50,1.00,0.00,9.80,5.18,5.00
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,136,10,KENWOOD ELEMENTARY                                ,27,Hennepin                                          ,11                  ,26.46,5.20,21.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,5.20,20.26,0.00,20.00,2.00,0.40,1.00,8.63,6.60,5.00,2.83,0.00,5.00,20.46,0.00,1.00,50.00,1.00,1.00,0.00,3.43,14.20,6.83
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,140,10,LORING ELEMENTARY                                 ,27,Hennepin                                          ,11                  ,24.33,5.00,19.33,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,5.00,16.33,0.00,18.00,1.00,0.00,9.33,5.00,3.00,5.00,1.00,0.00,8.00,16.33,0.00,0.00,46.00,0.00,1.00,0.50,6.83,12.00,4.00
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,144,10,LYNDALE ELEMENTARY                                ,27,Hennepin                                          ,11                  ,30.35,5.15,25.20,2.00,0.00,0.00,1.00,0.00,1.00,0.00,3.00,3.15,20.20,0.50,15.00,7.50,3.00,6.15,6.80,1.90,2.00,2.00,0.00,11.65,17.70,0.00,1.00,43.00,1.00,2.50,4.00,9.95,7.90,5.00
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,151,10,JENNY LIND ELEMENTARY                             ,27,Hennepin                                          ,11                  ,30.84,9.31,21.53,0.00,0.00,0.00,2.00,0.00,1.00,1.80,2.00,7.51,16.53,1.50,17.00,5.30,1.00,10.47,4.40,0.67,3.00,6.00,0.00,8.91,21.93,0.00,0.00,47.00,1.00,1.50,0.00,13.30,4.67,10.37
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,152,10,NORTHROP ELEMENTARY                               ,27,Hennepin                                          ,11                  ,26.26,11.01,15.25,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,9.01,14.25,0.00,13.00,6.70,0.81,10.03,4.62,3.40,0.70,0.00,0.00,14.43,9.81,0.00,2.02,46.00,0.70,3.00,0.00,8.81,11.13,2.62
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,155,10,PILLSBURY ELEMENTARY                              ,27,Hennepin                                          ,11                  ,41.17,5.17,36.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00,5.17,32.00,2.00,18.00,7.80,4.00,3.00,11.50,6.00,4.30,4.57,0.00,12.20,26.47,0.00,2.50,47.00,0.00,5.00,1.00,5.50,19.10,10.57
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,156,10,PRATT ELEMENTARY                                  ,27,Hennepin                                          ,11                  ,12.40,2.10,10.30,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.10,9.30,0.50,17.00,3.50,0.00,1.40,2.00,2.00,3.50,0.00,0.00,5.20,7.20,0.00,0.00,45.00,0.50,3.00,0.00,0.50,4.20,4.20
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,160,10,SEWARD ELEMENTARY                                 ,27,Hennepin                                          ,11                  ,40.52,7.49,33.03,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,7.49,32.04,1.00,17.00,4.80,1.00,11.05,8.43,9.22,4.03,1.99,0.00,9.63,27.89,0.00,3.00,49.00,0.00,0.00,1.00,14.85,13.64,11.03
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,161,10,SHERIDAN ELEMENTARY                               ,27,Hennepin                                          ,11                  ,46.72,7.99,38.73,0.00,1.00,0.00,2.00,0.00,2.00,0.00,1.00,7.99,32.73,2.02,14.00,10.05,6.00,8.63,10.98,7.00,2.01,2.05,1.00,17.51,28.21,0.00,0.00,41.00,4.03,3.00,6.02,11.23,13.38,9.06
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,165,10,WAITE PARK ELEMENTARY                             ,27,Hennepin                                          ,11                  ,26.44,5.00,21.44,0.00,1.02,0.00,1.00,0.00,0.00,0.00,0.00,5.00,19.42,0.00,19.00,1.00,2.83,2.86,4.82,8.93,4.00,2.00,0.00,10.26,16.18,0.00,0.00,47.00,0.00,1.00,2.83,5.45,9.31,7.85
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,167,10,LK NOKOMIS COMM-WENONAH CAMPUS                    ,27,Hennepin                                          ,11                  ,17.04,3.00,14.04,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,13.04,0.00,16.00,0.57,1.34,2.00,5.10,3.03,2.00,3.00,0.00,6.10,10.94,0.00,0.00,48.00,0.00,0.00,0.34,7.10,3.00,6.60
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,170,10,WINDOM SCHOOL                                     ,27,Hennepin                                          ,11                  ,24.57,5.20,19.37,0.00,0.00,0.00,0.00,2.00,5.67,0.20,0.00,3.00,13.70,3.00,12.00,14.84,2.00,0.67,2.00,2.01,3.05,0.00,0.00,10.84,13.53,0.00,0.20,42.00,0.00,6.00,4.17,4.00,9.53,0.87
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,175,10,RAMSEY FINE ARTS ELEMENTARY                       ,27,Hennepin                                          ,11                  ,65.18,15.01,50.17,0.00,1.79,0.00,1.00,0.00,1.99,1.00,6.00,14.01,39.39,0.87,14.00,6.39,6.74,20.38,14.98,8.05,4.01,1.80,0.50,22.92,39.91,0.00,1.85,47.00,1.50,2.87,0.85,16.99,22.52,20.45
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,179,10,JEFFERSON ELEMENTARY                              ,27,Hennepin                                          ,11                  ,51.24,15.38,35.86,0.00,0.00,0.00,0.00,2.04,0.00,0.00,0.00,13.34,35.86,1.62,12.00,10.64,8.44,10.58,7.73,8.00,4.85,0.00,0.00,18.04,33.20,0.00,0.00,41.00,3.00,4.71,5.66,12.77,16.21,8.89
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,180,10,DOWLING ELEMENTARY                                ,27,Hennepin                                          ,11                  ,30.81,5.00,25.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,25.81,0.00,22.00,3.00,0.00,4.00,6.40,8.00,3.40,5.01,0.00,9.01,18.90,1.00,1.90,51.00,0.00,2.00,0.00,5.00,12.40,11.41
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,183,50,ECSE                                              ,27,Hennepin                                          ,11                  ,51.90,2.80,49.10,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,2.80,47.10,1.00,14.00,17.40,1.00,12.40,6.10,6.70,6.80,1.50,0.00,15.70,34.00,1.00,1.20,45.00,1.00,4.00,4.00,14.70,19.30,8.90
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,190,10,ANDERSEN COMMUNITY                                ,27,Hennepin                                          ,11                  ,94.13,20.01,74.12,1.00,0.50,2.00,1.00,1.00,3.00,0.00,2.01,16.01,67.61,1.00,12.00,21.51,15.00,28.60,17.51,6.00,4.51,1.00,0.00,51.58,40.55,1.00,1.00,40.00,4.54,11.97,11.00,26.50,24.52,15.60
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,193,10,SULLIVAN ELEMENTARY                               ,27,Hennepin                                          ,11                  ,52.46,10.25,42.21,0.00,1.00,0.00,3.00,1.00,2.00,1.00,3.38,8.25,32.83,0.00,17.00,8.03,3.50,12.66,13.40,5.87,6.00,3.00,0.00,19.03,32.43,0.00,1.00,45.00,2.03,2.00,3.50,13.18,18.88,12.87
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,225,40,ANISHINABE ACADEMY                                ,27,Hennepin                                          ,11                  ,22.08,5.59,16.49,0.00,3.00,0.00,0.00,0.00,0.00,1.00,2.00,4.59,11.49,0.57,9.00,5.24,5.85,6.97,3.02,1.00,0.00,0.00,0.00,13.23,7.85,0.00,1.00,41.00,1.57,0.84,2.68,4.00,10.02,2.97
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,226,10,MARCY OPEN ELEMENTARY                             ,27,Hennepin                                          ,11                  ,34.21,11.88,22.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,10.88,22.33,0.00,14.00,0.99,3.80,15.34,9.08,4.00,1.00,0.00,0.00,13.18,20.04,0.99,0.00,46.00,0.99,0.00,2.50,9.18,11.54,10.00
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,249,10,BRYN MAWR ELEMENTARY                              ,27,Hennepin                                          ,11                  ,24.28,3.00,21.28,0.00,0.00,0.00,2.00,0.00,1.00,1.00,1.00,2.00,17.28,0.00,17.00,1.00,1.39,8.00,4.90,4.00,3.99,1.00,0.00,8.38,11.90,0.00,4.00,46.00,0.00,0.00,0.40,11.00,6.98,5.90
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,256,10,GREEN CENTRAL PARK ELEMENTARY                     ,27,Hennepin                                          ,11                  ,39.64,5.72,33.92,0.00,2.02,0.00,0.00,1.00,2.00,0.85,5.01,3.87,24.89,0.00,12.00,10.40,3.09,10.91,7.01,3.91,2.99,1.33,0.00,12.51,26.12,0.00,1.01,42.00,2.04,6.51,2.00,7.09,17.67,4.33
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,260,10,EMERSON ELEMENTARY                                ,27,Hennepin                                          ,11                  ,27.78,4.03,23.75,0.00,0.00,0.00,1.00,0.00,8.60,2.03,0.00,2.00,14.15,2.00,12.00,10.10,4.02,2.00,8.66,0.00,1.00,1.00,0.50,13.27,14.01,0.00,0.00,43.00,4.50,3.00,1.02,6.60,9.01,3.65
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,282,10,LUCY LANEY @ CLEVELAND PARK ELEM.                 ,27,Hennepin                                          ,11                  ,40.82,7.74,33.08,0.00,0.00,0.00,1.00,1.00,0.00,2.82,6.97,3.92,25.11,4.74,9.00,18.21,1.00,10.72,7.07,2.80,1.02,0.00,0.00,28.07,12.75,0.00,0.00,38.00,4.76,5.90,7.41,9.74,8.22,4.79
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,287,10,HALL INTERNATIONAL                                ,27,Hennepin                                          ,11                  ,28.29,6.10,22.19,0.00,0.00,0.00,1.00,1.00,0.00,2.00,5.00,3.10,16.19,0.00,12.00,3.00,5.00,13.19,3.10,2.00,0.00,2.00,0.00,14.00,14.29,0.00,0.00,41.00,1.00,0.00,4.00,11.49,7.10,4.70
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,288,10,NELLIE STONE JOHNSON ELEMENTARY                   ,27,Hennepin                                          ,11                  ,48.67,9.07,39.60,0.00,0.00,0.00,0.00,0.00,3.00,1.02,5.85,8.05,30.75,0.00,13.00,11.00,5.01,17.21,9.85,3.00,1.60,1.00,0.00,20.89,26.79,0.00,0.99,40.00,0.00,6.00,7.80,19.23,9.04,6.60
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,289,10,WHITTIER INTERNATIONAL                            ,27,Hennepin                                          ,11                  ,36.20,4.00,32.20,0.00,0.00,0.00,1.00,0.00,3.00,1.00,2.00,3.00,26.20,0.00,13.00,9.00,8.00,7.60,7.60,3.00,1.00,0.00,0.00,14.00,21.20,0.00,1.00,43.00,0.00,3.00,4.00,15.60,9.60,4.00
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,290,10,CITYVIEW PAM MAGNET                               ,27,Hennepin                                          ,11                  ,45.54,9.69,35.85,0.00,0.00,0.00,1.40,0.20,0.00,2.03,3.85,7.46,30.60,1.65,11.00,9.70,5.03,14.57,10.84,4.00,1.40,0.00,0.00,19.50,22.61,0.00,3.43,43.00,3.80,1.85,4.52,12.25,12.32,10.80
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,291,10,HMONG INTERNATIONAL ACADEMY                       ,27,Hennepin                                          ,11                  ,31.48,6.80,24.68,0.00,0.00,4.80,6.68,0.00,0.00,0.00,1.00,2.00,17.00,1.00,14.00,5.86,3.00,8.12,4.50,4.00,5.00,1.00,0.00,15.86,15.62,0.00,0.00,43.00,2.00,1.66,2.00,8.68,12.14,5.00
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,300,20,ANTHONY MIDDLE SCHOOL                             ,27,Hennepin                                          ,11                  ,39.47,13.02,26.45,0.00,1.00,0.00,0.00,0.00,1.00,0.00,2.00,13.02,22.45,1.80,12.00,10.48,2.77,14.27,7.95,1.00,2.00,1.00,0.00,16.26,23.21,0.00,0.00,41.00,2.82,5.01,2.62,11.00,11.02,7.00
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,301,20,ANWATIN MIDDLE SCHOOL                             ,27,Hennepin                                          ,11                  ,41.78,11.62,30.16,0.00,0.00,1.00,0.20,1.00,2.85,2.02,2.95,7.60,24.16,1.95,8.00,15.34,8.89,6.38,6.97,3.00,0.00,1.20,0.00,20.80,20.50,0.00,0.48,38.00,2.00,7.42,7.59,7.89,11.89,4.99
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,311,50,SPAN                                              ,27,Hennepin                                          ,11                  ,15.33,9.33,6.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,8.33,6.00,2.00,11.00,3.00,3.00,5.00,1.33,2.00,1.00,0.00,0.00,10.00,5.33,0.00,0.00,42.00,0.00,2.00,0.00,6.00,6.33,1.00
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,315,43,RONALD MCDONALD HOUSE                             ,27,Hennepin                                          ,11                  ,1.02,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.00,0.00,0.00,0.00,0.00,1.02,0.00
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,316,20,NORTHEAST MIDDLE                                  ,27,Hennepin                                          ,11                  ,36.21,17.39,18.82,0.00,0.00,0.00,1.00,0.97,0.00,0.00,1.00,16.42,16.82,0.00,11.00,8.69,3.80,13.09,5.00,2.60,3.03,0.00,0.00,19.63,16.08,0.00,0.50,39.00,1.00,5.56,3.73,12.29,10.60,3.03
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,318,20,OLSON MIDDLE                                      ,27,Hennepin                                          ,11                  ,25.40,13.06,12.34,0.00,0.00,0.00,1.00,0.00,0.00,3.21,1.97,9.85,9.37,1.83,11.00,5.32,4.05,9.99,3.87,2.00,0.00,0.17,0.00,11.79,12.57,0.00,1.04,46.00,2.80,2.00,1.04,5.00,5.01,9.55
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,324,20,SANFORD MIDDLE                                    ,27,Hennepin                                          ,11                  ,39.11,16.02,23.09,0.00,2.02,0.00,0.00,1.60,0.00,3.02,2.00,11.40,19.07,0.40,12.00,9.14,9.46,10.56,5.62,2.00,0.33,2.00,0.00,19.96,17.15,0.00,2.00,45.00,1.00,1.00,5.97,10.40,10.27,10.47
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,348,43,MPLS. EMPLOYMENT READINESS CURRIC.                ,27,Hennepin                                          ,11                  ,5.64,3.00,2.64,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.04,0.00,1.00,3.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,1.64,1.00,1.00,1.00,1.00
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,349,43,LORING-NICOLLET HIGH                              ,27,Hennepin                                          ,11                  ,3.20,1.60,1.60,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,8.00,1.60,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,0.80,1.60,0.00,0.00,0.80
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,351,43,URBAN LEAGUE ACADEMY HIGH                         ,27,Hennepin                                          ,11                  ,7.32,4.66,2.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,2.00,6.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,2.67,2.66,0.99,0.00,1.00
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,352,32,EDISON SENIOR HIGH                                ,27,Hennepin                                          ,11                  ,62.08,28.00,34.08,0.00,1.00,0.00,1.00,1.00,1.00,0.20,3.40,26.80,27.68,3.40,9.00,24.71,11.53,12.50,5.00,4.00,4.00,0.00,0.00,38.90,22.18,0.00,1.00,38.00,5.00,9.80,11.85,15.83,15.40,4.20
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,353,33,BROADWAY ARTS & TECHNOLOGY                        ,27,Hennepin                                          ,11                  ,7.74,2.00,5.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,2.00,5.06,0.00,13.00,2.00,0.00,2.40,3.34,0.00,0.00,0.00,0.00,2.60,4.46,0.68,0.00,41.00,0.00,1.00,1.00,2.43,2.31,1.00
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,354,32,HENRY SENIOR HIGH                                 ,27,Hennepin                                          ,11                  ,64.61,26.62,37.99,0.00,0.64,2.00,3.00,1.00,0.00,2.00,4.20,21.62,30.15,0.20,13.00,12.30,7.33,23.80,10.66,4.00,2.80,2.04,0.00,27.10,33.45,2.02,2.04,43.00,2.00,5.60,3.67,22.34,24.16,6.84
10-11,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,357,43,PLYMOUTH YOUTH CENTER                             ,27,Hennepin                                          ,11                  ,10.80,3.00,7.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,2.00,3.00,0.00,3.00,6.40,2.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,1.00,2.00,4.40,1.40,2.00,0.00
