SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewTchr,AvgYrsExp,Exp1_5,Exp6_10,Exp11_15,Exp16_20,Exp21_25,Exp26_30,Exp31Plus,LessThanBA,BA,MA,PhD,EdUnkn,AvgAge,AgeLess25,Age25_29,Age30_34,Age35_44,Age45_54,Age55Plus
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,152,10,NORTHROP ELEMENTARY                               ,27,Hennepin                                          ,11                  ,24.12,8.40,15.72,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,6.40,14.72,0.00,16.00,6.00,0.81,5.00,6.60,5.00,0.71,0.00,0.00,13.41,9.71,0.00,1.00,46.00,0.00,3.00,2.00,4.00,11.81,3.31
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,155,10,PILLSBURY ELEMENTARY                              ,27,Hennepin                                          ,11                  ,42.67,6.33,36.34,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00,6.33,32.34,1.00,16.00,9.13,3.00,9.44,7.00,7.00,4.80,2.30,0.00,18.43,21.24,0.00,3.00,43.00,1.33,6.80,1.00,10.44,16.80,6.30
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,156,10,PRATT ELEMENTARY                                  ,27,Hennepin                                          ,11                  ,15.00,1.40,13.60,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.40,12.60,1.10,15.00,4.60,0.00,1.40,3.00,3.00,3.00,0.00,0.00,6.50,8.50,0.00,0.00,45.00,0.50,2.50,0.60,1.50,5.40,4.50
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,160,10,SEWARD ELEMENTARY                                 ,27,Hennepin                                          ,11                  ,41.40,7.77,33.63,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,7.77,32.64,0.00,16.00,10.70,2.83,5.67,7.94,8.51,1.74,4.01,0.00,16.14,22.59,0.00,2.67,46.00,0.00,3.90,0.83,11.54,12.79,12.34
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,161,10,SHERIDAN ELEMENTARY                               ,27,Hennepin                                          ,11                  ,32.51,5.84,26.67,0.00,0.00,0.00,3.00,0.00,2.00,0.00,0.00,5.84,21.67,1.00,13.00,10.83,1.00,7.00,6.00,4.00,1.00,1.84,0.00,16.51,16.00,0.00,0.00,43.00,1.00,4.33,2.00,8.50,11.00,5.68
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,165,10,WAITE PARK ELEMENTARY                             ,27,Hennepin                                          ,11                  ,23.42,4.83,18.59,0.00,0.82,0.00,1.00,0.00,0.00,0.00,0.00,4.83,16.77,0.00,19.00,1.00,1.38,3.65,4.66,5.06,5.84,1.00,0.00,8.49,14.93,0.00,0.00,49.00,0.00,0.00,3.38,4.48,10.43,5.13
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,167,10,LK NOKOMIS COMM-WENONAH CAMPUS                    ,27,Hennepin                                          ,11                  ,19.78,3.50,16.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.50,15.28,0.00,13.00,3.50,1.78,3.50,4.00,4.00,1.00,2.00,1.00,9.00,9.78,0.00,0.00,42.00,0.00,1.00,0.00,7.78,6.00,5.00
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,170,10,WINDOM SCHOOL                                     ,27,Hennepin                                          ,11                  ,29.11,5.20,23.91,0.00,0.00,0.00,0.00,2.00,9.60,0.20,0.00,3.00,14.31,2.00,14.00,11.60,6.00,3.00,2.80,2.83,2.00,0.68,1.00,14.40,13.51,0.00,0.20,44.00,0.00,3.00,5.00,8.00,9.43,3.68
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,175,10,FOLWELL ARTS MAGNET                               ,27,Hennepin                                          ,11                  ,63.73,13.50,50.23,0.00,0.00,0.00,1.00,0.00,1.00,0.00,5.00,13.50,43.23,0.60,14.00,12.50,4.84,13.56,15.95,10.93,2.95,3.00,1.02,27.77,31.92,0.00,3.02,47.00,1.00,6.83,3.80,12.69,18.60,20.81
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,179,10,JEFFERSON ELEMENTARY                              ,27,Hennepin                                          ,11                  ,50.83,11.80,39.03,0.00,0.00,0.00,0.00,2.20,2.00,0.00,0.00,9.60,37.03,3.99,13.00,17.81,2.00,10.39,9.61,4.20,3.83,1.00,0.00,26.78,24.05,0.00,0.00,41.00,4.49,6.99,5.99,11.96,13.43,7.97
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,180,10,DOWLING ELEMENTARY                                ,27,Hennepin                                          ,11                  ,32.40,5.00,27.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,27.40,0.50,22.00,1.50,1.00,2.00,7.00,9.00,3.90,7.00,0.00,9.50,20.00,1.00,1.90,50.00,0.00,1.00,1.50,2.00,13.00,14.90
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,183,50,ECSE                                              ,27,Hennepin                                          ,11                  ,72.09,4.20,67.89,0.00,0.00,0.00,1.00,0.00,0.00,0.00,5.00,4.20,61.89,4.00,16.00,16.60,9.60,7.60,11.70,9.79,9.30,4.50,0.00,31.69,38.40,1.00,1.00,48.00,3.00,3.00,5.60,13.40,23.50,23.59
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,190,10,ANDERSEN COMMUNITY                                ,27,Hennepin                                          ,11                  ,98.21,22.53,75.68,1.00,0.50,0.85,1.00,1.00,5.00,1.00,1.91,18.68,67.27,7.98,12.00,24.99,17.00,22.98,18.02,6.91,5.51,1.00,1.00,63.41,31.81,1.00,0.99,40.00,7.99,15.00,9.00,25.35,25.08,15.79
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,193,10,SULLIVAN ELEMENTARY                               ,27,Hennepin                                          ,11                  ,59.16,7.46,51.70,0.00,1.00,0.00,2.00,0.00,1.00,1.00,1.00,6.46,46.70,1.00,17.00,12.02,7.83,8.33,13.93,9.02,3.00,4.03,1.00,24.85,31.28,0.00,2.03,44.00,1.00,6.02,4.84,17.45,18.82,11.03
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,209,10,PIERRE BOTTINEAU                                  ,27,Hennepin                                          ,11                  ,4.94,1.10,3.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.10,3.84,3.00,2.00,4.84,0.00,0.10,0.00,0.00,0.00,0.00,0.00,2.84,2.10,0.00,0.00,38.00,0.00,3.00,1.00,0.00,0.84,0.10
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,225,10,ANISHINABE ACADEMY                                ,27,Hennepin                                          ,11                  ,25.07,7.17,17.90,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,7.17,13.90,0.74,11.00,6.34,4.00,2.74,6.99,3.00,2.00,0.00,0.00,14.07,10.00,0.00,1.00,41.00,0.00,3.54,0.74,5.80,8.99,6.00
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,226,10,MARCY OPEN ELEMENTARY                             ,27,Hennepin                                          ,11                  ,36.70,9.79,26.91,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,8.79,26.91,0.30,13.00,7.12,2.59,10.35,8.15,4.99,2.50,1.00,1.00,18.63,16.08,0.99,0.00,44.00,0.00,3.82,2.79,7.11,12.49,10.49
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,249,10,BRYN MAWR ELEMENTARY                              ,27,Hennepin                                          ,11                  ,38.38,5.79,32.59,0.00,0.00,0.00,3.00,0.00,1.00,1.00,2.01,4.79,26.58,3.97,9.00,11.38,3.40,6.60,12.00,3.00,1.00,0.00,1.00,21.38,15.00,0.00,1.00,38.00,2.18,4.39,2.39,18.01,6.40,5.01
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,256,10,GREEN CENTRAL PARK ELEMENTARY                     ,27,Hennepin                                          ,11                  ,42.92,7.22,35.70,0.00,2.83,0.00,0.00,1.00,0.83,0.00,2.87,6.22,29.17,7.62,9.00,20.10,6.85,2.02,6.93,6.02,1.00,0.00,0.00,24.22,17.70,0.00,1.00,37.00,7.89,6.32,6.85,5.23,14.93,1.70
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,260,10,EMERSON ELEMENTARY                                ,27,Hennepin                                          ,11                  ,27.70,4.00,23.70,0.00,0.00,0.00,0.99,1.00,6.00,1.00,0.00,2.00,16.71,2.00,10.00,12.91,5.80,2.00,4.99,1.00,0.00,1.00,1.00,17.91,8.79,0.00,0.00,40.00,4.00,4.91,2.00,5.00,8.79,3.00
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,282,10,LUCY LANEY @ CLEVELAND PARK ELEM.                 ,27,Hennepin                                          ,11                  ,47.15,9.00,38.15,0.00,0.00,0.00,1.00,1.00,1.00,2.00,7.02,6.00,29.13,6.86,8.00,30.09,3.02,5.00,6.02,2.00,1.02,0.00,1.00,38.27,7.88,0.00,0.00,38.00,3.21,15.00,8.88,9.00,8.04,3.02
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,287,10,HALL INTERNATIONAL                                ,27,Hennepin                                          ,11                  ,31.29,5.10,26.19,0.00,0.00,0.00,3.00,1.00,0.00,2.00,5.00,2.10,18.19,1.50,12.00,7.50,1.50,6.50,12.79,3.00,0.00,0.00,0.00,16.00,15.29,0.00,0.00,43.00,1.00,2.00,2.00,12.99,10.60,2.70
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,288,10,NELLIE STONE JOHNSON ELEMENTARY                   ,27,Hennepin                                          ,11                  ,57.93,13.99,43.94,0.00,0.00,0.97,0.00,0.00,3.00,1.00,6.82,12.02,34.12,1.00,14.00,13.76,5.95,11.33,14.97,6.00,2.92,2.00,0.00,27.65,28.36,0.00,1.92,44.00,2.00,6.84,3.93,15.21,20.91,9.04
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,289,10,WHITTIER INTERNATIONAL                            ,27,Hennepin                                          ,11                  ,42.27,4.00,38.27,0.00,0.00,0.00,3.00,0.00,1.50,0.00,4.00,4.00,29.77,4.00,11.00,17.67,2.50,8.00,9.10,3.00,2.00,0.00,0.00,20.67,20.60,0.00,1.00,39.00,4.00,7.84,3.33,11.50,9.60,6.00
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,290,10,CITYVIEW PAM MAGNET                               ,27,Hennepin                                          ,11                  ,14.96,1.02,13.94,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.96,1.02,8.98,1.00,11.00,3.01,2.99,3.98,2.99,1.00,0.99,0.00,0.00,8.98,4.98,0.00,1.00,43.00,1.02,2.00,0.99,3.95,5.02,1.98
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,291,10,HMONG INTERNATIONAL ACADEMY                       ,27,Hennepin                                          ,11                  ,39.85,8.59,31.26,0.00,0.00,4.00,9.02,0.00,0.00,0.00,1.00,4.59,21.24,1.02,16.00,12.16,2.00,9.54,3.02,6.71,2.40,3.03,1.00,20.10,18.75,0.00,0.00,45.00,1.00,6.96,3.00,6.13,16.40,6.36
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,300,20,ANTHONY MIDDLE SCHOOL                             ,27,Hennepin                                          ,11                  ,44.24,14.82,29.42,0.00,1.02,0.00,0.80,0.00,0.00,1.00,2.00,13.82,25.60,4.38,13.00,14.67,4.04,9.47,10.97,3.07,1.02,1.00,0.39,25.23,18.62,0.00,0.00,41.00,4.20,7.65,3.46,11.88,11.07,5.98
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,309,20,ANWATIN MIDDLE COM & SPANISH D I                  ,27,Hennepin                                          ,11                  ,45.28,11.33,33.95,0.00,0.00,2.02,0.00,0.00,2.32,1.02,3.02,8.29,28.61,2.46,13.00,15.23,6.55,8.10,6.23,6.11,1.02,2.04,2.00,20.17,23.11,0.00,0.00,43.00,2.02,6.91,6.80,7.57,15.90,6.08
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,311,50,SPAN                                              ,27,Hennepin                                          ,11                  ,7.20,6.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,1.20,1.20,10.00,2.20,0.00,2.00,2.00,0.00,1.00,0.00,0.00,4.00,3.20,0.00,0.00,41.00,0.00,2.00,1.00,0.00,3.00,1.20
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,315,43,RONALD MCDONALD HOUSE                             ,27,Hennepin                                          ,11                  ,1.02,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.00,0.00,0.00,0.00,0.00,1.02,0.00
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,316,20,NORTHEAST MIDDLE                                  ,27,Hennepin                                          ,11                  ,39.37,19.95,19.42,0.00,0.00,0.00,0.99,1.79,0.00,0.00,0.00,18.16,18.43,5.00,12.00,16.18,1.99,9.26,7.97,2.97,1.00,0.00,2.00,23.25,13.42,0.00,0.70,41.00,0.00,3.99,8.38,10.68,16.32,0.00
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,318,20,OLSON MIDDLE                                      ,27,Hennepin                                          ,11                  ,28.03,11.54,16.49,0.60,0.00,0.00,0.00,0.00,0.00,1.22,3.02,9.72,13.47,3.02,7.00,16.93,3.78,6.10,0.00,0.00,0.00,1.22,0.00,22.76,4.25,0.00,1.02,33.00,5.32,8.99,2.81,6.70,1.99,2.22
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,323,20,RAMSEY MIDDLE                                     ,27,Hennepin                                          ,11                  ,12.59,3.42,9.17,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,3.42,8.97,0.00,6.00,7.03,1.51,2.45,1.60,0.00,0.00,0.00,0.00,9.71,2.88,0.00,0.00,35.00,0.00,3.99,3.73,3.27,1.00,0.60
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,324,20,SANFORD MIDDLE                                    ,27,Hennepin                                          ,11                  ,44.17,13.70,30.47,0.00,2.60,0.00,0.00,1.00,0.00,2.00,0.00,10.70,27.87,3.95,12.00,8.91,8.33,12.75,7.48,5.02,1.68,0.00,0.00,24.07,19.10,0.00,1.00,43.00,2.38,1.57,5.60,10.97,15.40,8.25
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,348,43,MERC                                              ,27,Hennepin                                          ,11                  ,4.64,2.00,2.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.04,0.00,2.00,1.04,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,1.00,2.64,1.00,0.00,0.00
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,349,43,LORING-NICOLLET HIGH                              ,27,Hennepin                                          ,11                  ,3.80,2.00,1.80,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,8.00,1.80,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,0.00,1.00,1.00,0.80,0.00,1.00
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,351,43,URBAN LEAGUE ACADEMY HIGH                         ,27,Hennepin                                          ,11                  ,7.80,3.80,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,1.00,3.00,1.00,1.80,0.00,1.00
12-13,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,352,32,EDISON SENIOR HIGH                                ,27,Hennepin                                          ,11                  ,62.60,29.12,33.48,0.00,1.00,1.00,0.80,0.00,1.02,0.00,3.00,28.12,27.66,7.60,8.00,24.50,11.48,15.88,5.74,1.00,3.00,0.00,0.00,44.36,17.24,0.00,1.00,37.00,6.84,9.28,7.44,19.88,16.36,2.80
