SchYear,DistNumb,DistType,DistName,SchNum,SchClassif,SchName,CountyNum,CountyName,EconDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewTch,AvgYrsExp,Exp1-5,Exp6-10,Exp11-15,Exp16-20,Exp21-25,Exp26-30,Exp31+,<BA,BA,MA,PhD,EdUnkn,AvgAge,Age <25,Age25-29,Age30-34,Age35-44,Age45-54,Age55+
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,134,10,KEEWAYDIN ELEMENTARY,27,HENNEPIN,11,11.44,1.43,10.01,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.43,8.01,1.00,12.79,3.00,2.23,2.21,0.40,2.00,0.60,1.00,0.00,7.20,4.24,0.00,0.00,40.96,0.00,1.00,2.00,4.03,2.41,2.00
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,135,10,KENNY ELEMENTARY,27,HENNEPIN,11,17.49,2.20,15.29,0.00,0.00,0.00,1.00,0.00,0.00,0.20,0.00,2.00,14.29,1.00,14.11,2.00,2.00,2.49,5.80,4.20,1.00,0.00,0.00,5.00,12.29,0.00,0.20,41.82,0.00,1.00,0.00,9.29,6.20,1.00
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,136,10,KENWOOD ELEMENTARY,27,HENNEPIN,11,19.13,4.53,14.60,0.00,0.00,0.00,0.33,0.00,0.00,0.00,1.00,4.53,13.27,0.00,18.65,0.00,2.33,7.16,1.40,6.20,0.00,2.04,0.00,4.52,13.61,0.00,1.00,49.15,0.00,0.00,0.00,6.66,7.60,4.87
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,139,10,LONGFELLOW ELEMENTARY,27,HENNEPIN,11,22.09,3.34,18.75,0.00,0.00,0.00,2.00,0.00,0.50,0.00,2.17,3.34,14.08,0.00,16.38,1.00,3.67,5.51,5.94,3.30,0.50,2.17,0.00,7.84,14.25,0.00,0.00,46.19,0.00,0.50,1.00,7.61,8.31,4.67
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,140,10,LORING ELEMENTARY,27,HENNEPIN,11,17.04,4.80,12.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.80,11.24,0.00,18.04,0.00,1.50,5.81,4.00,4.80,0.00,0.93,0.00,5.01,12.03,0.00,0.00,47.13,0.00,0.00,0.50,5.80,8.73,2.01
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,144,10,LYNDALE ELEMENTARY,27,HENNEPIN,11,25.76,1.00,24.76,1.00,0.00,0.00,1.50,0.00,0.00,0.00,3.00,0.00,20.26,0.00,18.93,1.00,6.70,5.50,3.50,3.40,2.66,3.00,0.00,5.86,17.90,0.00,2.00,46.10,1.00,0.50,5.00,6.70,5.90,6.66
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,151,10,JENNY LIND ELEMENTARY,27,HENNEPIN,11,25.69,11.98,13.71,0.00,0.00,0.00,3.00,0.00,0.00,1.00,0.00,10.98,10.71,1.00,17.30,1.00,6.00,5.98,4.39,2.98,0.34,5.00,0.00,11.33,13.37,0.99,0.00,44.39,0.00,1.00,1.00,9.95,10.40,3.34
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,152,10,NORTHROP ELEMENTARY,27,HENNEPIN,11,23.09,11.09,12.00,0.00,0.00,1.00,1.00,1.00,2.98,0.00,0.00,9.09,8.02,0.00,16.23,1.00,5.58,7.50,6.00,1.99,0.00,1.02,0.00,9.59,12.00,0.00,1.50,47.26,0.00,0.00,1.50,12.58,6.00,3.01
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,155,10,PILLSBURY ELEMENTARY,27,HENNEPIN,11,35.71,5.10,30.61,0.00,0.99,0.00,0.00,0.00,0.99,0.00,3.00,5.10,25.63,0.00,17.60,2.58,3.40,8.80,6.33,9.10,1.00,4.50,0.00,9.30,23.41,0.00,3.00,50.67,0.00,1.00,1.00,8.50,15.64,9.57
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,156,10,PRATT ELEMENTARY,27,HENNEPIN,11,5.74,1.36,4.38,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.18,4.38,0.00,19.41,0.00,0.00,2.38,1.18,2.00,0.00,0.18,0.00,1.18,4.56,0.00,0.00,49.90,0.00,0.00,0.00,0.36,4.20,1.18
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,160,10,SEWARD ELEMENTARY,27,HENNEPIN,11,38.91,5.44,33.47,0.00,1.01,0.00,0.99,0.00,0.00,0.00,0.00,5.44,31.47,0.00,16.58,0.00,9.43,11.65,7.17,5.66,2.00,3.00,0.00,7.16,29.75,0.00,2.00,46.46,0.00,0.67,3.59,12.17,13.01,9.47
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,161,10,SHERIDAN ELEMENTARY,27,HENNEPIN,11,43.27,11.80,31.47,0.00,1.00,1.00,0.33,1.00,0.99,2.01,0.00,7.79,29.15,0.00,16.18,0.00,9.69,14.64,9.93,4.01,3.00,2.00,0.00,12.39,30.88,0.00,0.00,45.89,0.00,0.80,3.41,18.71,13.35,7.00
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,162,10,SHINGLE CREEK ELEMENTARY,27,HENNEPIN,11,15.44,3.50,11.94,0.00,0.00,0.00,0.23,0.00,0.00,0.50,0.00,3.00,11.71,0.51,12.72,0.51,5.43,5.50,1.00,1.00,1.00,1.00,0.00,5.70,9.74,0.00,0.00,45.66,0.00,1.21,1.50,5.00,3.00,4.73
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,164,10,TUTTLE ELEMENTARY,27,HENNEPIN,11,14.05,2.60,11.45,0.00,0.00,0.00,1.03,0.00,0.23,0.00,1.00,2.60,9.19,1.70,11.50,2.84,1.75,4.81,1.62,2.03,0.00,1.00,0.00,4.31,9.74,0.00,0.00,41.80,0.79,1.82,0.44,3.46,3.13,4.41
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,165,10,WAITE PARK ELEMENTARY,27,HENNEPIN,11,22.06,4.00,18.06,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,4.00,17.06,1.02,18.40,1.02,1.60,1.96,3.51,5.97,3.00,5.00,0.00,10.59,10.50,0.00,0.97,50.66,0.00,1.02,1.60,4.00,5.01,10.43
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,167,10,WENONAH EL.,27,HENNEPIN,11,15.92,1.60,14.32,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.40,1.60,12.92,0.00,19.17,0.00,1.30,3.00,3.92,1.70,2.00,4.00,0.00,4.41,10.11,0.00,1.40,48.68,0.00,0.00,0.00,5.51,6.61,3.80
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,170,10,WINDOM OPEN ELEMENTARY,27,HENNEPIN,11,15.84,5.01,10.83,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,3.01,9.83,1.57,15.16,5.24,2.05,4.51,1.00,1.00,0.99,1.05,0.00,6.23,8.61,1.00,0.00,43.68,0.00,1.99,0.00,8.81,3.99,1.05
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,175,10,RAMSEY FINE ARTS ELEMENTARY,27,HENNEPIN,11,52.00,8.87,43.13,1.00,1.01,0.00,0.51,0.00,2.00,0.00,2.92,7.87,36.69,0.00,15.60,0.99,13.07,16.04,10.17,4.90,4.73,2.00,0.00,15.18,35.72,0.00,1.10,46.36,0.00,0.50,3.72,16.94,21.60,9.24
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,179,10,JEFFERSON ELEMENTARY,27,HENNEPIN,11,39.80,10.27,29.53,0.00,0.00,0.67,0.00,0.00,0.00,2.00,0.00,7.60,29.53,0.00,14.10,2.65,9.69,9.85,5.54,9.08,1.99,1.00,0.00,11.40,26.35,1.05,1.00,42.44,0.00,1.17,3.53,21.20,7.86,6.04
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,180,10,DOWLING ELEMENTARY,27,HENNEPIN,11,29.76,6.00,23.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,23.76,0.00,19.39,0.00,1.00,8.00,11.00,2.76,3.00,4.00,0.00,7.50,17.50,2.00,2.76,48.70,0.00,0.00,0.00,11.00,15.76,3.00
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,183,50,RIVER WEST EARLY CHILD SP.ED.,27,HENNEPIN,11,27.57,1.00,26.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,26.57,1.00,16.91,1.57,4.40,5.30,3.00,9.10,3.70,0.50,0.00,6.80,18.87,0.00,1.90,46.06,0.07,2.00,0.00,7.50,13.40,4.60
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,185,10,NORTH STAR ELEMENTARY,27,HENNEPIN,11,17.03,4.27,12.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,4.27,9.76,0.00,17.25,0.00,2.27,7.00,3.83,1.00,1.00,1.93,0.00,5.93,11.10,0.00,0.00,49.21,0.00,0.00,1.00,5.27,4.00,6.76
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,190,10,ANDERSEN OPEN ELEMENTARY,27,HENNEPIN,11,40.71,8.60,32.11,0.00,1.50,0.00,0.00,1.00,2.00,0.00,1.00,7.60,27.61,1.00,15.44,3.60,16.00,5.52,2.00,7.55,2.03,4.01,0.00,19.19,20.52,0.00,1.00,44.57,1.00,1.00,4.40,12.71,13.54,8.06
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,191,10,ANDERSEN ELEMENTARY,27,HENNEPIN,11,33.10,5.10,28.00,0.00,0.50,1.00,2.00,0.00,0.70,0.00,0.00,4.10,24.80,1.00,9.90,6.30,12.10,10.20,2.00,2.50,0.00,0.00,0.00,15.80,16.30,0.00,1.00,40.28,0.00,1.70,8.60,12.30,6.00,4.50
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,193,10,SULLIVAN ELEMENTARY,27,HENNEPIN,11,48.68,12.33,36.35,0.84,0.00,0.00,0.90,0.91,2.04,2.00,1.00,8.58,32.41,1.00,13.28,3.81,9.69,16.18,4.02,7.92,5.06,2.00,0.00,17.05,30.63,0.00,1.00,43.67,1.89,0.48,6.04,12.02,19.91,8.34
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,210,10,PERFORM. ARTS MAGNET-KENWOOD EL.,27,HENNEPIN,11,6.57,1.30,5.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,5.27,0.00,20.89,0.00,0.17,1.00,1.60,1.30,2.50,0.00,0.00,1.47,5.10,0.00,0.00,51.89,0.00,0.00,0.00,2.00,1.90,2.67
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,225,10,ANISHINABE ACADEMY ELEMENTARY,27,HENNEPIN,11,18.51,4.99,13.52,1.99,4.71,0.00,0.00,1.00,0.00,0.00,1.17,2.00,7.64,1.00,10.35,6.15,2.66,3.68,4.02,2.00,0.00,0.00,0.00,11.67,6.84,0.00,0.00,46.11,0.00,2.00,1.17,4.98,8.00,2.36
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,226,10,MARCY OPEN ELEMENTARY,27,HENNEPIN,11,29.39,8.02,21.37,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,7.02,21.37,1.00,13.03,1.00,8.66,10.02,7.04,1.00,1.00,0.67,0.00,9.00,20.39,0.00,0.00,43.87,0.00,2.67,1.50,8.55,7.00,9.67
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,249,10,BRYN MAWR ELEMENTARY,27,HENNEPIN,11,16.86,1.00,15.86,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,13.86,0.00,15.66,0.00,0.99,4.47,7.40,3.00,1.00,0.00,0.00,4.50,10.02,0.00,2.34,47.06,0.00,0.00,0.00,4.80,8.72,3.34
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,256,10,GREEN CENTRAL PARK ELEMENTARY,27,HENNEPIN,11,35.75,7.05,28.70,0.00,2.00,0.00,1.04,0.00,2.98,0.00,3.51,7.05,19.17,1.00,12.98,3.98,13.02,7.18,5.53,2.00,2.00,2.04,0.00,11.01,23.21,0.00,1.53,43.87,1.00,1.00,3.96,11.19,8.54,10.06
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,260,10,EMERSON ELEMENTARY,27,HENNEPIN,11,28.58,7.35,21.23,0.00,0.00,0.00,1.00,1.00,7.30,1.03,1.00,5.32,11.93,0.00,14.63,1.40,5.83,11.55,4.00,2.80,2.00,1.00,0.00,9.72,18.86,0.00,0.00,43.43,1.00,0.00,2.70,11.05,12.63,1.20
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,268,43,LEARNING CENTER FOR CHILDREN,27,HENNEPIN,11,5.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.63,5.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,28.50,1.00,3.00,0.00,0.00,1.00,0.00
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,280,10,JORDAN PARK ELEMENTARY,27,HENNEPIN,11,31.98,6.00,25.98,0.00,0.00,1.99,6.00,0.00,0.00,0.00,4.98,4.01,15.00,0.00,11.69,2.97,12.02,11.00,4.00,1.00,0.99,0.00,0.00,14.96,17.02,0.00,0.00,40.61,0.00,3.97,4.98,12.07,9.96,1.00
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,282,10,LUCY LANEY @ CLEVELAND PARK ELEM.,27,HENNEPIN,11,29.79,10.20,19.59,0.00,0.00,1.00,2.00,0.00,1.99,4.17,4.88,5.03,10.72,1.78,13.49,1.78,9.00,9.88,3.96,3.00,1.17,1.00,0.00,13.59,16.20,0.00,0.00,48.15,0.00,2.00,5.00,7.87,10.03,4.89
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,283,50,RIVER WEST DTP,27,HENNEPIN,11,8.10,4.00,4.10,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,4.10,1.00,13.42,1.00,3.00,1.05,2.05,1.00,0.00,0.00,0.00,4.05,4.05,0.00,0.00,50.34,0.00,1.00,0.00,2.00,2.05,3.05
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,284,10,W. HARRY DAVIS ACADEMY,27,HENNEPIN,11,26.59,4.01,22.58,0.00,0.00,0.00,0.98,0.17,0.60,0.99,1.99,2.85,19.01,0.00,13.97,2.44,8.29,5.08,5.85,0.95,1.98,2.00,0.00,9.42,16.17,0.00,1.00,44.61,0.00,1.99,2.49,11.42,5.66,5.03
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,287,10,HALL ELEMENTARY,27,HENNEPIN,11,17.51,3.08,14.43,1.00,0.00,0.00,1.00,0.00,0.00,2.00,3.66,0.08,9.77,0.00,12.73,1.83,6.77,4.41,3.50,0.00,1.00,0.00,0.00,6.33,10.18,0.00,1.00,39.21,0.00,2.00,3.33,7.18,4.00,1.00
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,288,10,NELLIE STONE JOHNSON ELEMENTARY,27,HENNEPIN,11,32.08,6.82,25.26,0.00,0.00,0.00,0.99,0.00,0.00,4.82,5.98,2.00,18.29,1.00,13.80,1.83,7.15,11.30,4.99,4.01,1.80,1.00,0.00,13.61,17.48,0.00,0.99,46.12,0.00,1.51,5.00,8.78,4.67,12.12
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,289,10,WHITTIER PARK ELEMENTARY,27,HENNEPIN,11,26.53,1.47,25.06,0.00,0.00,0.00,1.00,0.00,0.96,0.00,3.00,1.47,20.10,1.60,12.31,2.60,6.00,12.43,2.00,2.50,0.00,1.00,0.00,6.60,18.93,0.00,1.00,39.98,0.00,1.60,3.50,12.43,6.50,2.50
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,290,10,CITYVIEW PAM MAGNET,27,HENNEPIN,11,35.76,6.05,29.71,0.00,0.00,1.01,1.38,0.00,0.00,1.00,4.00,4.04,24.33,0.00,16.46,2.00,11.02,9.55,6.06,3.03,2.00,2.10,0.00,15.45,18.31,0.00,2.00,47.98,0.00,1.00,4.52,12.80,6.25,11.19
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,300,20,ANTHONY MIDDLE SCHOOL,27,HENNEPIN,11,27.04,10.57,16.47,0.00,1.02,0.00,0.00,0.00,1.02,0.00,1.94,10.57,12.49,0.00,12.50,2.02,5.90,11.06,5.64,1.42,0.00,1.00,0.00,6.63,20.41,0.00,0.00,43.36,1.00,1.02,4.00,10.24,6.77,4.01
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,301,20,ANWATIN MIDDLE SCHOOL,27,HENNEPIN,11,27.96,6.27,21.69,0.00,1.04,0.71,0.20,0.00,0.00,0.00,0.00,5.56,20.45,0.80,13.13,4.08,6.27,9.41,6.08,0.00,1.24,0.88,0.00,9.43,18.53,0.00,0.00,41.37,0.00,3.48,4.34,10.58,6.00,3.56
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,304,20,FOLWELL MIDDLE SCHOOL,27,HENNEPIN,11,21.33,7.80,13.53,0.00,0.00,0.00,0.00,1.00,0.00,0.17,2.21,6.63,11.32,0.00,12.61,2.40,5.85,9.07,2.01,2.00,0.00,0.00,0.00,10.44,10.69,0.00,0.20,44.39,0.00,1.00,1.51,6.81,8.01,4.00
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,311,50,SPAN,27,HENNEPIN,11,15.33,5.00,10.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4.00,10.33,2.00,8.50,6.00,4.33,3.00,2.00,0.00,0.00,0.00,0.00,9.33,5.00,0.00,1.00,37.45,0.00,4.00,3.00,5.33,2.00,1.00
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,315,43,RONALD MCDONALD HOUSE,27,HENNEPIN,11,1.02,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00,0.00,0.00,0.00,0.00,1.02,0.00
06-07,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,316,20,NORTHEAST MIDDLE,27,HENNEPIN,11,32.23,11.16,21.07,0.00,0.00,0.00,1.02,1.02,1.46,1.02,1.02,9.12,17.57,1.02,11.99,5.09,11.48,8.62,3.98,3.06,0.00,0.00,0.00,15.59,15.64,0.00,1.00,40.32,1.02,3.07,5.44,10.66,9.02,3.02
