SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewTchr,AvgYrsExp,Exp1_5,Exp6_10,Exp11_15,Exp16_20,Exp21_25,Exp26_30,Exp31Plus,LessThanBA,BA,MA,PhD,EdUnkn,AvgAge,AgeLess25,Age25_29,Age30_34,Age35_44,Age45_54,Age55Plus
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,105,10,BANCROFT ELEMENTARY                               ,27,Hennepin                                          ,11                  ,37.75,3.85,33.90,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,3.85,31.90,1.00,15.00,7.75,2.00,4.00,13.01,5.99,3.00,2.00,1.00,14.91,21.84,0.00,0.00,46.00,2.00,3.00,1.00,8.90,11.84,11.01
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,106,10,BARTON OPEN ELEMENTARY                            ,27,Hennepin                                          ,11                  ,33.56,5.93,27.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.93,27.63,0.00,20.00,1.10,0.87,5.47,6.90,8.90,4.50,3.99,0.00,9.03,24.53,0.00,0.00,47.00,0.00,0.50,1.60,5.77,16.30,9.39
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,107,10,BETHUNE ELEMENTARY                                ,27,Hennepin                                          ,11                  ,29.00,5.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,3.00,20.00,2.50,14.00,7.50,4.00,2.00,7.50,4.00,2.00,2.00,0.00,13.50,15.50,0.00,0.00,44.00,0.00,3.50,5.00,5.00,7.50,8.00
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,110,10,BURROUGHS ELEMENTARY                              ,27,Hennepin                                          ,11                  ,35.08,17.00,18.08,1.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,16.00,17.58,0.00,18.00,4.00,1.00,7.50,9.68,3.90,5.00,3.00,0.00,8.00,24.18,0.00,2.90,47.00,0.00,2.00,1.00,11.50,11.68,8.90
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,119,20,FIELD ELEMENTARY                                  ,27,Hennepin                                          ,11                  ,26.23,7.03,19.20,0.00,0.00,0.00,0.97,0.00,0.00,0.00,1.97,7.03,16.26,0.00,15.00,2.97,1.01,10.54,6.99,4.72,0.00,0.00,0.00,5.34,20.89,0.00,0.00,49.00,0.00,0.00,1.90,6.34,9.97,8.02
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,121,10,LAKE HARRIET UPPER SCHOOL                         ,27,Hennepin                                          ,11                  ,29.75,8.89,20.86,1.86,0.00,0.00,0.00,0.00,0.00,1.62,0.00,5.41,20.86,0.00,18.00,1.00,2.07,7.19,5.56,7.84,5.09,1.00,0.00,8.44,19.69,0.00,1.62,47.00,0.00,0.00,2.02,7.93,11.19,8.61
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,123,10,HALE ELEMENTARY                                   ,27,Hennepin                                          ,11                  ,31.88,4.00,27.88,0.00,0.00,1.00,0.00,0.00,0.50,1.00,0.00,2.00,27.38,0.00,19.00,3.00,1.00,1.50,5.00,15.38,4.00,2.00,0.00,6.50,22.38,1.00,2.00,46.00,0.00,3.00,0.00,7.50,15.38,6.00
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,130,10,HIAWATHA ELEMENTARY                               ,27,Hennepin                                          ,11                  ,19.10,2.00,17.10,0.00,0.00,0.00,1.00,1.00,0.00,0.00,2.00,1.00,14.10,0.00,21.00,0.20,0.00,1.00,2.80,6.00,7.00,0.00,0.00,5.00,14.10,0.00,0.00,52.00,0.00,0.00,0.20,0.00,15.10,3.80
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,134,10,LK NOKOMIS COMM-KEEWAYDIN CAMPUS                  ,27,Hennepin                                          ,11                  ,17.73,0.94,16.79,0.00,0.00,0.00,0.00,0.00,2.05,0.00,1.00,0.94,13.74,0.54,11.00,3.98,3.01,5.14,2.16,1.44,2.00,0.00,1.02,9.29,6.42,0.00,1.00,39.00,0.57,1.00,4.44,4.80,5.92,1.00
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,135,10,KENNY ELEMENTARY                                  ,27,Hennepin                                          ,11                  ,21.64,1.00,20.64,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,17.64,0.60,14.00,2.60,0.00,4.64,9.00,2.40,2.00,0.00,0.00,6.81,14.83,0.00,0.00,45.00,0.60,2.00,0.00,7.83,5.00,6.21
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,136,10,KENWOOD ELEMENTARY                                ,27,Hennepin                                          ,11                  ,22.80,4.20,18.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.20,17.60,0.00,21.00,2.00,0.00,1.50,6.70,5.60,5.00,2.00,0.00,4.00,17.80,0.00,1.00,49.00,0.00,1.00,1.00,3.10,11.70,6.00
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,140,10,LORING ELEMENTARY                                 ,27,Hennepin                                          ,11                  ,25.40,6.00,19.40,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,6.00,16.40,0.00,18.00,2.00,0.00,6.80,5.60,5.00,5.00,1.00,0.00,10.00,14.40,0.00,1.00,47.00,0.00,1.00,1.00,3.80,15.60,4.00
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,144,10,LYNDALE ELEMENTARY                                ,27,Hennepin                                          ,11                  ,32.80,7.20,25.60,2.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,5.20,22.60,1.00,16.00,7.50,3.00,5.20,7.20,4.90,2.00,3.00,0.00,14.90,15.90,0.00,2.00,44.00,0.00,3.00,4.50,10.20,9.10,6.00
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,151,10,JENNY LIND ELEMENTARY                             ,27,Hennepin                                          ,11                  ,34.23,9.23,25.00,0.00,0.00,0.00,2.00,0.00,1.00,2.63,3.00,6.60,19.00,2.00,17.00,6.00,2.00,11.03,3.40,2.00,4.00,5.80,0.00,12.40,21.83,0.00,0.00,46.00,2.00,0.00,1.00,14.03,5.00,12.20
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,152,10,NORTHROP ELEMENTARY                               ,27,Hennepin                                          ,11                  ,24.64,8.40,16.24,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,6.40,15.24,0.00,12.00,6.51,0.80,5.00,7.60,4.00,0.73,0.00,0.00,13.91,9.73,0.00,1.00,43.00,0.60,4.40,0.00,4.00,13.04,2.60
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,155,10,PILLSBURY ELEMENTARY                              ,27,Hennepin                                          ,11                  ,43.90,6.20,37.70,0.00,0.00,0.00,0.00,0.00,1.80,0.00,3.00,6.20,32.90,2.00,17.00,10.00,4.00,6.40,6.80,6.00,6.30,4.40,0.00,18.40,23.50,0.00,2.00,44.00,0.20,8.80,1.00,7.40,17.30,9.20
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,156,10,PRATT ELEMENTARY                                  ,27,Hennepin                                          ,11                  ,12.20,1.90,10.30,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.90,10.30,0.00,16.00,3.50,0.00,1.40,2.00,2.00,3.30,0.00,0.00,4.20,8.00,0.00,0.00,47.00,0.50,2.00,0.00,1.50,3.20,5.00
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,160,10,SEWARD ELEMENTARY                                 ,27,Hennepin                                          ,11                  ,43.68,7.53,36.15,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,7.53,35.16,1.00,16.00,8.05,2.00,9.79,9.57,8.24,3.04,1.99,0.00,13.69,26.95,0.00,3.04,48.00,0.00,3.05,0.00,11.83,16.75,12.05
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,161,10,SHERIDAN ELEMENTARY                               ,27,Hennepin                                          ,11                  ,42.80,8.03,34.77,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,8.03,30.77,1.00,14.00,11.00,3.05,9.02,10.95,4.85,2.03,1.90,1.00,17.80,24.00,0.00,0.00,44.00,2.00,4.00,4.02,11.02,11.85,9.91
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,165,10,WAITE PARK ELEMENTARY                             ,27,Hennepin                                          ,11                  ,25.67,4.83,20.84,0.00,0.66,0.00,1.00,0.00,0.00,0.00,0.00,4.83,19.18,1.00,19.00,2.26,2.00,4.32,3.63,6.63,5.83,0.00,0.00,11.32,14.35,0.00,0.00,50.00,1.00,0.00,3.83,4.01,10.72,6.11
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,167,10,LK NOKOMIS COMM-WENONAH CAMPUS                    ,27,Hennepin                                          ,11                  ,17.82,3.00,14.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,13.82,0.00,16.00,1.00,1.92,3.50,5.50,2.90,1.00,2.00,0.00,8.40,9.42,0.00,0.00,44.00,0.00,0.00,0.00,7.42,5.00,5.40
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,170,10,WINDOM SCHOOL                                     ,27,Hennepin                                          ,11                  ,23.39,5.70,17.69,0.00,0.00,0.00,0.00,2.00,6.34,0.20,0.00,3.50,11.35,0.50,13.00,10.84,4.00,0.00,2.67,3.00,2.20,0.00,1.00,11.51,10.68,0.00,0.20,46.00,0.00,1.00,7.00,5.00,7.02,3.37
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,175,10,RAMSEY FINE ARTS ELEMENTARY                       ,27,Hennepin                                          ,11                  ,71.04,13.47,57.57,0.00,1.00,0.00,2.00,0.00,3.00,0.00,5.00,13.47,46.57,4.00,14.00,12.00,4.00,17.92,19.24,10.93,4.95,1.00,0.00,27.82,41.22,0.00,2.00,45.00,1.00,6.73,5.00,15.33,23.36,19.62
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,179,10,JEFFERSON ELEMENTARY                              ,27,Hennepin                                          ,11                  ,52.81,15.36,37.45,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,13.36,37.45,2.00,13.00,11.97,5.35,15.39,6.85,6.41,5.84,1.00,1.00,20.42,31.39,0.00,0.00,42.00,2.80,4.97,6.70,13.27,16.54,8.53
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,180,10,DOWLING ELEMENTARY                                ,27,Hennepin                                          ,11                  ,31.03,5.00,26.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,26.03,0.00,24.00,2.00,0.00,3.00,7.00,9.33,2.91,5.99,0.00,8.99,19.13,1.00,1.91,52.00,0.00,2.00,0.00,3.00,12.91,13.12
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,183,50,ECSE                                              ,27,Hennepin                                          ,11                  ,48.60,3.20,45.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.20,44.40,1.00,15.00,10.40,7.20,8.50,6.90,2.00,10.10,1.50,0.00,16.50,29.80,1.00,1.30,47.00,1.00,2.00,4.60,12.10,17.80,11.10
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,190,10,ANDERSEN COMMUNITY                                ,27,Hennepin                                          ,11                  ,98.66,24.03,74.63,1.00,0.50,1.00,1.00,1.00,4.00,1.00,2.01,20.03,67.12,4.02,12.00,27.02,12.99,28.00,18.54,4.00,7.11,1.00,1.00,57.03,38.63,1.00,1.00,41.00,5.00,13.02,10.00,29.51,24.52,16.61
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,193,10,SULLIVAN ELEMENTARY                               ,27,Hennepin                                          ,11                  ,54.48,10.42,44.06,0.00,1.00,0.00,2.00,1.00,1.00,1.00,1.00,8.42,39.06,1.00,18.00,6.85,7.87,10.01,12.69,7.02,6.00,4.04,0.00,21.68,31.80,0.00,1.00,45.00,2.00,2.00,5.87,14.35,18.00,12.26
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,225,40,ANISHINABE ACADEMY                                ,27,Hennepin                                          ,11                  ,27.59,5.91,21.68,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,5.91,16.68,0.00,11.00,6.71,5.00,6.91,3.97,3.00,2.00,0.00,0.00,16.59,10.00,0.00,1.00,44.00,0.00,2.91,2.80,6.00,10.94,4.94
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,226,10,MARCY OPEN ELEMENTARY                             ,27,Hennepin                                          ,11                  ,33.87,9.58,24.29,0.00,0.00,0.00,0.00,0.00,0.30,2.01,0.00,7.57,23.99,0.57,14.00,2.57,2.62,13.17,8.51,6.00,0.00,0.00,0.00,14.42,18.46,0.99,0.00,45.00,0.57,1.00,2.79,7.84,11.33,10.34
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,249,10,BRYN MAWR ELEMENTARY                              ,27,Hennepin                                          ,11                  ,33.96,5.00,28.96,0.00,0.00,0.00,2.00,0.00,1.00,1.00,0.99,4.00,24.97,0.20,14.00,4.75,2.99,7.60,9.63,5.00,2.99,1.00,0.00,15.57,14.39,0.00,4.00,40.00,1.20,1.00,3.35,15.62,8.79,4.00
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,256,10,GREEN CENTRAL PARK ELEMENTARY                     ,27,Hennepin                                          ,11                  ,39.40,3.68,35.72,0.00,1.83,0.00,0.00,0.00,1.66,0.00,3.87,3.68,28.36,3.16,13.00,8.32,7.32,8.52,6.83,5.24,1.83,1.34,1.00,15.48,21.92,0.00,1.00,42.00,4.49,2.00,4.66,6.66,19.25,2.34
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,260,10,EMERSON ELEMENTARY                                ,27,Hennepin                                          ,11                  ,29.16,6.00,23.16,0.00,0.00,0.00,1.00,2.00,7.00,1.00,0.00,3.00,15.16,3.00,9.00,13.66,4.50,2.00,6.00,2.00,0.00,1.00,1.00,18.66,9.50,0.00,0.00,39.00,6.00,3.50,1.50,6.50,8.66,3.00
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,282,10,LUCY LANEY @ CLEVELAND PARK ELEM.                 ,27,Hennepin                                          ,11                  ,42.02,6.09,35.93,0.00,0.00,0.00,1.00,0.00,0.00,4.29,7.86,1.80,27.07,2.35,8.00,19.03,2.99,10.80,5.86,2.32,1.02,0.00,0.00,31.20,10.82,0.00,0.00,38.00,4.18,7.86,6.02,9.77,10.88,3.31
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,287,10,HALL INTERNATIONAL                                ,27,Hennepin                                          ,11                  ,27.99,4.10,23.89,0.00,0.00,0.00,1.20,1.00,0.00,2.00,5.00,1.10,17.69,0.20,14.00,2.70,3.00,9.50,9.79,2.00,0.00,1.00,0.00,14.70,13.29,0.00,0.00,43.00,1.00,0.20,4.00,10.49,8.60,3.70
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,288,10,NELLIE STONE JOHNSON ELEMENTARY                   ,27,Hennepin                                          ,11                  ,54.76,11.92,42.84,0.00,0.00,0.00,0.00,1.00,3.00,0.00,6.02,10.92,33.82,2.33,13.00,13.32,5.87,13.49,13.46,5.00,1.62,1.00,0.00,25.68,28.08,0.00,1.00,41.00,2.99,6.33,6.86,18.92,12.04,7.62
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,289,10,WHITTIER INTERNATIONAL                            ,27,Hennepin                                          ,11                  ,36.97,3.34,33.63,0.00,0.00,0.00,2.00,0.00,1.00,0.00,2.00,3.34,28.63,1.88,11.00,9.78,4.00,10.34,8.85,2.00,2.00,0.00,0.00,16.12,19.85,0.00,1.00,41.00,2.00,3.90,2.88,12.79,10.40,5.00
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,290,10,CITYVIEW PAM MAGNET                               ,27,Hennepin                                          ,11                  ,19.77,4.99,14.78,0.00,0.00,0.00,0.44,0.00,0.00,0.99,3.87,4.00,10.47,1.51,10.00,5.53,4.00,4.49,3.75,2.00,0.00,0.00,0.00,11.36,7.41,0.00,1.00,42.00,1.51,1.00,0.99,7.94,5.39,2.94
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,291,10,HMONG INTERNATIONAL ACADEMY                       ,27,Hennepin                                          ,11                  ,36.39,7.33,29.06,0.00,0.00,4.83,8.00,0.00,0.00,0.00,1.00,2.50,20.06,2.00,16.00,7.97,1.00,10.21,6.00,5.19,3.00,1.00,0.00,16.94,18.45,0.00,1.00,45.00,3.00,1.97,2.97,6.80,14.36,7.29
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,300,20,ANTHONY MIDDLE SCHOOL                             ,27,Hennepin                                          ,11                  ,44.50,15.78,28.72,0.00,1.00,0.00,0.57,0.00,0.85,1.00,2.00,14.78,24.30,0.50,13.00,11.55,4.02,10.96,11.92,3.05,2.00,1.00,0.00,22.05,22.45,0.00,0.00,41.00,1.00,7.40,5.57,9.91,15.10,5.52
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,309,20,ANWATIN MIDDLE SCHOOL                             ,27,Hennepin                                          ,11                  ,45.41,9.53,35.88,0.00,0.00,1.02,0.39,0.00,2.50,1.97,3.00,6.54,29.99,3.00,12.00,13.02,7.90,6.99,9.49,4.97,1.00,1.02,0.00,22.11,23.30,0.00,0.00,43.00,2.00,6.64,4.48,9.28,18.01,5.00
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,311,50,SPAN                                              ,27,Hennepin                                          ,11                  ,8.81,4.81,4.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.81,4.00,1.88,10.00,3.88,1.00,2.00,1.00,0.00,0.93,0.00,0.00,6.81,2.00,0.00,0.00,38.00,0.00,3.88,1.00,1.00,1.93,1.00
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,315,43,RONALD MCDONALD HOUSE                             ,27,Hennepin                                          ,11                  ,1.02,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00,0.00,0.00,0.00,0.00,1.02,0.00
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,316,20,NORTHEAST MIDDLE                                  ,27,Hennepin                                          ,11                  ,33.92,18.25,15.67,0.00,0.00,0.00,0.00,1.85,0.00,0.00,1.00,16.40,14.67,0.00,13.00,6.85,2.20,13.42,6.85,1.60,3.00,0.00,0.00,17.85,15.27,0.00,0.80,41.00,0.85,2.00,4.40,10.82,13.85,2.00
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,318,20,OLSON MIDDLE                                      ,27,Hennepin                                          ,11                  ,26.94,9.43,17.51,0.00,0.00,0.00,1.00,0.00,0.00,1.22,3.80,8.21,12.71,1.91,9.00,11.87,3.42,7.23,3.42,0.00,0.00,1.00,0.00,18.47,7.45,0.00,1.02,37.00,3.88,6.82,2.20,5.22,3.82,5.00
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,324,20,SANFORD MIDDLE                                    ,27,Hennepin                                          ,11                  ,39.76,14.33,25.43,0.00,1.63,0.00,0.00,0.80,0.00,2.97,1.01,10.56,22.79,0.40,14.00,6.61,8.00,11.45,6.03,4.09,2.57,1.01,0.40,19.99,18.49,0.00,0.88,45.00,0.00,0.40,6.61,10.15,13.13,9.47
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,348,43,MPLS. EMPLOYMENT READINESS CURRIC.                ,27,Hennepin                                          ,11                  ,6.40,1.80,4.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,2.80,1.60,1.00,1.00,0.00
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,349,43,LORING-NICOLLET HIGH                              ,27,Hennepin                                          ,11                  ,3.72,2.00,1.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.92,0.00,2.00,2.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,1.00,2.72,0.00,0.00,0.00
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,351,43,URBAN LEAGUE ACADEMY HIGH                         ,27,Hennepin                                          ,11                  ,7.00,4.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,2.00,1.00,2.00,2.00,0.00,0.00
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,352,32,EDISON SENIOR HIGH                                ,27,Hennepin                                          ,11                  ,65.78,27.00,38.78,0.00,1.00,1.00,1.00,0.00,1.00,0.00,4.00,26.00,31.78,4.80,9.00,22.77,13.40,17.51,6.10,3.00,3.00,0.00,0.00,45.48,19.30,0.00,1.00,36.00,5.17,12.60,12.80,16.81,14.40,4.00
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,353,41,BROADWAY ARTS & TECHNOLOGY                        ,27,Hennepin                                          ,11                  ,8.62,4.12,4.50,0.00,0.00,0.00,0.00,1.00,1.00,0.72,1.00,2.40,2.50,1.00,13.00,2.00,0.00,1.40,4.50,0.72,0.00,0.00,0.00,3.72,2.90,1.00,1.00,40.00,0.00,1.00,1.00,2.50,3.40,0.72
11-12,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.                   ,354,32,HENRY SENIOR HIGH                                 ,27,Hennepin                                          ,11                  ,68.02,30.20,37.82,0.00,0.00,0.20,3.40,1.00,0.00,2.00,3.20,27.00,31.22,3.80,15.00,14.80,3.00,25.02,13.00,6.40,4.00,1.80,0.00,29.82,34.40,1.80,2.00,44.00,1.00,8.80,4.00,23.22,18.40,12.60
